,GeneID,symbol
2541,1607,DGKB
2542,56287,GKN1
2543,219539,YPEL4
2544,56171,DNAH7
2545,340554,ZC3H12B
2546,8448,DOC2A
2548,259236,TMIE
2549,164714,TTLL8
2550,24141,LAMP5
2551,786,CACNG1
2552,114798,SLITRK1
2553,83851,SYT16
2554,4674,NAP1L2
2556,4018,LPA
2557,2785,GNG3
2558,56952,PRTFDC1
2559,6569,SLC34A1
2560,390037,OR52I1
2561,128674,PROKR2
2562,149175,MANEAL
2563,286097,MICU3
2564,65997,RASL11B
2565,51327,AHSP
2566,3062,HCRTR2
2567,79870,BAALC
2568,390999,PRAMEF12
2569,642612,TRIM49C
2570,6588,SLN
2571,9956,HS3ST2
2572,341880,SLC35F4
2573,4807,NHLH1
2574,5222,PGA5
2575,90113,VWA5B2
2576,57144,PAK5
2577,10669,CGREF1
2578,26050,SLITRK5
2579,417,ART1
2580,9028,RHBDL1
2581,2774,GNAL
2582,9293,GPR52
2583,50512,PODXL2
2584,9127,P2RX6
2585,118663,BTBD16
2586,154288,KHDC3L
2587,284418,FAM71E2
2588,388585,HES5
2589,4916,NTRK3
2590,84978,FRMD5
2592,1137,CHRNA4
2593,255022,CALHM1
2594,391013,PLA2G2C
2596,3362,HTR6
2597,1132,CHRM4
2598,9915,ARNT2
2599,7222,TRPC3
2600,5602,MAPK10
2601,390928,ACP7
2602,134829,CLVS2
2603,389197,C4orf50
2604,11281,POU6F2
2605,6855,SYP
2606,7365,UGT2B10
2608,57502,NLGN4X
2609,774,CACNA1B
2610,4978,OPCML
2611,84109,QRFPR
2612,388015,RTL1
2613,1742,DLG4
2614,64067,NPAS3
2616,55084,SOBP
2617,84631,SLITRK2
2618,23576,DDAH1
2619,494470,RNF165
2620,2636,GBX1
2621,10570,DPYSL4
2622,342850,ANKRD62
2623,2897,GRIK1
2624,85443,DCLK3
2625,844,CASQ1
2626,23671,TMEFF2
2627,1404,HAPLN1
2628,121793,TEX29
2630,361,AQP4
2631,2047,EPHB1
2632,363,AQP6
2633,1630,DCC
2634,51305,KCNK9
2635,388419,BTBD17
2636,399694,SHC4
2637,23040,MYT1L
2638,27345,KCNMB4
2639,7349,UCN
2640,26289,AK5
2641,257240,KLHL34
2642,100288520,USP17L15
2643,341359,SYT10
2644,441459,ANKRD18B
2645,59344,ALOXE3
2646,4118,MAL
2647,5816,PVALB
2648,114793,FMNL2
2649,151835,CPNE9
2651,6092,ROBO2
2652,494514,TYMSOS
2653,51440,HPCAL4
2654,8514,KCNAB2
2655,57709,SLC7A14
2656,5542,PRB1
2657,2123,EVI2A
2658,112609,MRAP2
2659,9715,FAM131B
2660,23205,ACSBG1
2661,5789,PTPRD
2662,85445,CNTNAP4
2663,80303,EFHD1
2664,375057,STUM
2665,414152,C10orf105
2666,8577,TMEFF1
2667,3350,HTR1A
2668,84970,C1orf94
2669,81569,ACTL8
2670,56108,PCDHGA7
2671,653643,GOLGA6D
2672,29106,SCG3
2673,4828,NMB
2674,5567,PRKACB
2675,150160,CCT8L2
2676,3361,HTR5A
2677,256472,TMEM151A
2678,4025,LPO
2679,6900,CNTN2
2680,5535,PPP3R2
2681,4884,NPTX1
2682,4131,MAP1B
2683,400745,SH2D5
2684,79152,FA2H
2685,1152,CKB
2686,148066,ZNRF4
2687,8715,NOL4
2688,3736,KCNA1
2690,127665,ZNF648
2691,284486,THEM5
2692,9628,RGS6
2693,91409,CCDC74B
2694,27254,CSDC2
2695,442247,RFPL4B
2696,8618,CADPS
2697,161829,EXD1
2698,26232,FBXO2
2699,3356,HTR2A
2700,130612,TMEM198
2701,139221,PWWP3B
2702,8739,HRK
2703,6844,VAMP2
2704,51481,VCX3A
2705,7552,ZNF711
2706,56107,PCDHGA9
2707,6561,SLC13A1
2708,348980,HCN1
2710,57113,TRPC7
2711,94032,CAMK2N2
2712,3381,IBSP
2713,100287441,USP17L20
2714,6014,RIT2
2715,8590,OR6A2
2716,2842,GPR19
2717,1002,CDH4
2718,221938,MMD2
2719,162494,RHBDL3
2720,55638,SYBU
2722,374946,DRAXIN
2723,83697,SLC4A9
2724,57670,KIAA1549
2725,22876,INPP5F
2726,9355,LHX2
2728,6579,SLCO1A2
2730,83876,MRO
2731,729993,SHISA9
2732,390264,OR10G4
2733,9912,ARHGAP44
2734,26033,ATRNL1
2735,635,BHMT
2736,122046,TEX26
2737,100129480,MKRN2OS
2738,27328,PCDH11X
2739,54413,NLGN3
2740,1592,CYP26A1
2741,151531,UPP2
2742,91683,SYT12
2743,6473,SHOX
2744,164781,DAW1
2745,1951,CELSR3
2746,1812,DRD1
2747,9081,PRY
2748,85508,SCRT2
2749,8927,BSN
2750,1995,ELAVL3
2751,283685,GOLGA6L2
2752,23413,NCS1
2753,27181,SIGLEC8
2754,55964,SEPTIN3
2755,129049,SGSM1
2756,390437,OR4N5
2757,85439,STON2
2758,100652824,KIAA2012
2759,5122,PCSK1
2760,90050,FAM181A
2762,340543,TCEAL5
2763,140870,WFDC6
2764,23504,RIMBP2
2765,83988,NCALD
2766,4829,NMBR
2767,400757,C1orf141
2768,440730,TRIM67
2769,84900,RNFT2
2770,56100,PCDHGB6
2771,9331,B4GALT6
2772,7007,TECTA
2773,284716,RIMKLA
2774,56918,C2orf83
2775,100287364,USP17L18
2776,4038,LRP4
2777,23373,CRTC1
2778,338811,TAFA2
2779,728656,DMRTC1B
2780,2892,GRIA3
2782,7932,OR2H2
2783,80757,TMEM121
2784,55079,FEZF2
2785,27296,TP53TG5
2786,54831,BEST2
2787,5217,PFN2
2788,816,CAMK2B
2789,1128,CHRM1
2790,29993,PACSIN1
2791,4852,NPY
2792,10505,SEMA4F
2793,58473,PLEKHB1
2794,84502,JPH4
2795,57159,TRIM54
2796,60506,NYX
2797,157807,CLVS1
2798,1301,COL11A1
2799,320,APBA1
2800,10083,USH1C
2801,9581,PREPL
2802,94160,ABCC12
2803,56849,TCEAL7
2804,4036,LRP2
2805,100129385,C9orf92
2806,56098,PCDHGC4
2807,5075,PAX1
2808,26470,SEZ6L2
2809,388135,INSYN1
2810,94030,LRRC4B
2812,10716,TBR1
2813,651746,ANKRD33B
2814,145581,LRFN5
2815,23518,R3HDM1
2818,9844,ELMO1
2819,10085,EDIL3
2820,166752,FREM3
2821,27255,CNTN6
2822,723961,INS-IGF2
2823,2741,GLRA1
2824,221424,LRRC73
2825,124274,GPR139
2826,26735,OR1L3
2827,64838,FNDC4
2828,375567,VWC2
2829,554226,ANKRD30BL
2830,7439,BEST1
2831,619208,FAM229B
2832,9369,NRXN3
2833,56955,MEPE
2834,83550,GPR101
2835,8022,LHX3
2836,89885,FATE1
2837,29119,CTNNA3
2838,148109,FAM187B
2839,57469,PNMA8B
2840,64093,SMOC1
2841,55228,PNMA8A
2842,4880,NPPC
2843,613212,CTXN3
2844,2304,FOXE1
2845,9514,GAL3ST1
2846,58512,DLGAP3
2847,29887,SNX10
2848,333,APLP1
2849,100532726,NDUFC2-KCTD14
2850,5458,POU4F2
2851,134548,SOWAHA
2852,3752,KCND3
2853,340120,ANKRD34B
2854,3767,KCNJ11
2855,92126,DSEL
2856,2899,GRIK3
2857,5260,PHKG1
2858,57465,TBC1D24
2859,5800,PTPRO
2860,1780,DYNC1I1
2861,100287718,ANKRD66
2862,8708,B3GALT1
2863,167681,PRSS35
2864,9752,PCDHA9
2865,27283,TINAG
2866,2847,MCHR1
