,GeneID,Symbol,Synonyms
9833,55100,WDR70,-
9834,55101,DMAC2,ATP5SL
9835,55102,ATG2B,C14orf103
9836,55103,RALGPS2,dJ595C2.1
9837,55105,GPATCH2,CT110|GPATC2|PPP1R30|Pfa1
9838,55106,SLFN12,SLFN3
9839,55107,ANO1,DOG1|ORAOV2|TAOS2|TMEM16A
9840,55108,BSDC1,-
9841,55109,AGGF1,GPATC7|GPATCH7|HSU84971|HUS84971|VG5Q
9842,55110,MAGOHB,MGN2|mago|magoh
9843,55111,PLEKHJ1,GNRPX
9844,55112,WDR60,FAP163|SRPS6|SRTD8
9845,55113,XKR8,XRG8|hXkr8
9846,55114,ARHGAP17,MST066|MST110|MSTP038|MSTP066|MSTP110|NADRIN|PP367|PP4534|RICH-1|RICH1|WBP15
9847,55116,TMEM39B,-
9848,55117,SLC6A15,NTT73|SBAT1|V7-3|hv7-3
9849,55118,CRTAC1,ASPIC|ASPIC1|CEP-68|CEP68|LOTUS
9850,55119,PRPF38B,NET1
9851,55120,FANCL,FAAP43|PHF9|POG
9852,55122,AKIRIN2,C6orf166|FBI1|dJ486L4.2
9853,55124,PIWIL2,CT80|HILI|PIWIL1L|mili
9854,55125,CEP192,PPP1R62
9855,55127,HEATR1,BAP28|UTP10
9856,55128,TRIM68,GC109|RNF137|SS-56|SS56
9857,55129,ANO10,SCAR10|TMEM16K
9858,55130,ARMC4,CILD23
9859,55131,RBM28,ANES
9860,55132,LARP1B,LARP2
9861,55133,SRBD1,-
9862,55135,WRAP53,DKCB3|TCAB1|WDR79
9863,55137,FIGN,-
9864,55138,FAM90A1,-
9865,55139,ANKZF1,Vms1|ZNF744
9866,55140,ELP3,KAT9
9867,55142,HAUS2,C15orf25|CEP27|HsT17025
9868,55143,CDCA8,BOR|BOREALIN|DasraB|MESRGP
9869,55144,LRRC8D,LRRC5
9870,55145,THAP1,DYT6
9871,55146,ZDHHC4,ZNF374
9872,55147,RBM23,CAPERbeta|PP239|RNPC4
9873,55148,UBR7,C14orf130
9874,55149,MTPAP,PAPD1|SPAX4|TENT6
9875,55150,C19orf73,-
9876,55151,TMEM38B,C9orf87|D4Ertd89e|OI14|TRIC-B|TRICB|bA219P18.1
9877,55152,DALRD3,-
9878,55153,SDAD1,-
9879,55154,MSTO1,LST005|MMYAT|MST
9880,55156,ARMC1,Arcp
9881,55157,DARS2,ASPRS|LBSL|MT-ASPRS|mtAspRS
9882,55159,RFWD3,FANCW|RNF201
9883,55160,ARHGEF10L,GrinchGEF
9884,55161,TMEM33,1600019D15Rik|Pom33|SHINC-3|SHINC3
9885,55163,PNPO,HEL-S-302|PDXPO
9886,55164,SHQ1,GRIM-1|Shq1p
9887,55166,CENPQ,C6orf139|CENP-Q
9888,55167,MSL2,MSL-2|MSL2L1|RNF184
9889,55168,MRPS18A,HumanS18b|MRP-S18-3|MRP-S18-a|MRPS18-3|S18bmt|S18mt-a
9890,55170,PRMT6,HRMT1L6
9891,55171,TBCCD1,-
9892,55172,DNAAF2,C14orf104|CILD10|KTU|PF13
9893,55173,MRPS10,MRP-S10|PNAS-122
9894,55174,INTS10,C8orf35|INT10
9895,55175,KLHL11,-
9896,55176,SEC61A2,-
9897,55177,RMDN3,FAM82A2|FAM82C|RMD-3|RMD3|ptpip51
9898,55178,MRM3,RMTL1|RNMTL1
9899,55179,FAIM,FAIM1
9900,55180,LINS1,LINS|MRT27|WINS1
9901,55181,SMG8,C17orf71
9902,55182,RNF220,C1orf164
9903,55183,RIF1,-
9904,55184,DZANK1,ANKRD64|C20orf12|C20orf84
9905,55186,SLC25A36,PNC2
9906,55187,VPS13D,SCAR4
9907,55188,RIC8B,RIC8|hSyn
9908,55190,NUDT11,APS1|ASP1|DIPP3b|DIPP3beta|hDIPP3beta
9909,55191,NADSYN1,-
9910,55192,DNAJC17,-
9911,55193,PBRM1,BAF180|PB1
9912,55194,EVA1B,C1orf78|FAM176B
9913,55196,RESF1,C12orf35|GET|KIAA1551|UTA2-1
9914,55197,RPRD1A,HsT3101|P15RS
9915,55198,APPL2,DIP13B
9916,55199,FAM86C1,FAM86C
9917,55200,PLEKHG6,MyoGEF
9918,55201,MAP1S,BPY2IP1|C19orf5|MAP8|VCY2IP-1|VCY2IP1
9919,55203,LGI2,LGIL2
9920,55204,GOLPH3L,GPP34R
9921,55205,ZNF532,-
9922,55206,SBNO1,MOP3|Sno
9923,55207,ARL8B,ARL10C|Gie1
9924,55208,DCUN1D2,C13orf17
9925,55209,SETD5,-
9926,55210,ATAD3A,HAYOS
9927,55212,BBS7,BBS2L1
9928,55213,RCBTB1,CLLD7|CLLL7|GLP|RDEOA
9929,55214,P3H2,LEPREL1|MCVD|MLAT4
9930,55215,FANCI,KIAA1794
9931,55216,NKAPD1,C11orf57
9932,55217,TMLHE,AUTSX6|BBOX2|TMLD|TMLH|TMLHED|XAP130
9933,55218,EXD2,C14orf114|EXDL2
9934,55219,MACO1,MACOILIN|TMEM57
9935,55220,KLHDC8A,-
9936,55222,LRRC20,-
9937,55223,TRIM62,DEAR1
9938,55224,ETNK2,EKI2|HMFT1716
9939,55225,RAVER2,-
9940,55226,NAT10,ALP|Kre33|NET43
9941,55227,LRRC1,LANO|dJ523E19.1
9942,55228,PNMA8A,PNMAL1
9943,55229,PANK4,-
9944,55230,USP40,-
9945,55231,CCDC87,-
9946,55233,MOB1A,C2orf6|MATS1|MOB1|MOBK1B|MOBKL1B|Mob4B
9947,55234,SMU1,BWD|SMU-1|fSAP57
9948,55236,UBA6,E1-L2|MOP-4|UBE1L2
9949,55237,VRTN,C14orf115|vertnin
9950,55238,SLC38A7,SNAT7
9951,55239,OGFOD1,TPA1
9952,55240,STEAP3,AHMIO2|STMP3|TSAP6|dudlin-2|dudulin-2|pHyde
9953,55243,KIRREL1,KIRREL|NEPH1
9954,55244,SLC47A1,MATE1
9955,55245,UQCC1,BFZB|C20orf44|CBP3|UQCC
9956,55246,CCDC25,-
9957,55248,PACC1,C1orf75|PAC|TMEM206|hPAC
9958,55249,YY1AP1,GRNG|HCCA1|HCCA2|YY1AP
9959,55250,ELP2,MRT58|SHINC-2|STATIP1|StIP
9960,55251,PCMTD2,C20orf36
9961,55252,ASXL2,ASXH2|SHAPNS
9962,55253,TYW1,RSAFD1|TYW1A|YPL207W
9963,55254,TMEM39A,-
9964,55255,WDR41,MSTP048
9965,55256,ADI1,APL1|ARD|Fe-ARD|HMFT1638|MTCBP1|Ni-ARD|SIPL|mtnD
9966,55257,MRGBP,C20orf20|Eaf7|MRG15BP|URCC4
9967,55258,THNSL2,SOFAT|THS2|TSH2
9968,55259,CASC1,LAS1|PPP1R54
9969,55260,TMEM143,-
9970,55262,MAP11,C7orf43|MCPH25|TRAPPC14
9971,55266,TMEM19,-
9972,55267,PRR34,C22orf26
9973,55268,ECHDC2,-
9974,55269,PSPC1,PSP1
9975,55270,NUDT15,MTH2|NUDT15D
9976,55272,IMP3,BRMS2|C15orf12|MRPS4
9977,55273,TMEM100,-
9978,55274,PHF10,BAF45A|XAP135
9979,55275,VPS53,HCCS1|PCH2E|hVps53L|pp13624
9980,55276,PGM2,MSTP006
9981,55277,FGGY,-
9982,55278,QRSL1,GatA
9983,55279,ZNF654,-
9984,55280,CWF19L1,C19L1|SCAR17|hDrn1
9985,55281,TMEM140,-
9986,55282,LRRC36,RORBP70|XLHSRF2
9987,55283,MCOLN3,TRP-ML3|TRPML3
9988,55284,UBE2W,UBC-16|UBC16
9989,55285,RBM41,-
9990,55286,C4orf19,-
9991,55287,TMEM40,-
9992,55288,RHOT1,ARHT1|MIRO-1|MIRO1
9993,55290,BRF2,BRFU|TFIIIB50
9994,55291,PPP6R3,C11orf23|PP6R3|SAP190|SAPL|SAPLa|SAPS3
9995,55293,UEVLD,ATTP|UEV3
9996,55294,FBXW7,AGO|CDC4|FBW6|FBW7|FBX30|FBXO30|FBXW6|SEL-10|SEL10|hAgo|hCdc4
9997,55295,KLHL26,-
9998,55296,TBC1D19,-
9999,55297,CCDC91,HSD8|p56
10000,55298,RNF121,-
10001,55299,BRIX1,BRIX|BXDC2
10002,55300,PI4K2B,PI4KIIB|PIK42B
10003,55301,OLAH,AURA1|SAST|TE2|THEDC1
10004,55303,GIMAP4,IAN-1|IAN1|IMAP4|MSTP062
10005,55304,SPTLC3,C20orf38|LCB 3|LCB2B|LCB3|SPT 3|SPT3|SPTLC2L|dJ718P11|dJ718P11.1|hLCB2b
10006,55308,DDX19A,DDX19-DDX19L|DDX19L
10007,55311,ZNF444,EZF-2|EZF2|ZSCAN17
10008,55312,RFK,RIFK
10009,55313,CPPED1,CSTP1
10010,55314,TMEM144,-
10011,55315,SLC29A3,ENT3|HCLAP|HJCD|PHID
10012,55316,RSAD1,HemW
10013,55317,AP5S1,C20orf29
10014,55319,TMA16,C4orf43
10015,55320,MIS18BP1,C14orf106|HSA242977|KNL2|M18BP1
10016,55321,TMEM74B,C20orf46
10017,55322,C5orf22,-
10018,55323,LARP6,ACHN
10019,55324,ABCF3,EST201864
10020,55325,UFSP2,BHD|C4orf20|SEMDDR
10021,55326,AGPAT5,1AGPAT5|LPAATE
10022,55327,LIN7C,LIN-7-C|LIN-7C|MALS-3|MALS3|VELI3
10023,55328,RNLS,C10orf59|RENALASE
10024,55329,MNS1,SPATA40
10025,55330,BLOC1S4,BCAS4L|BLOS4|CNO
10026,55331,ACER3,APHC|PHCA|PLDECO
10027,55332,DRAM1,DRAM
10028,55333,SYNJ2BP,ARIP2|OMP25
10029,55334,SLC39A9,ZIP-9|ZIP9
10030,55335,NIPSNAP3B,FP944|NIPSNAP3|SNAP1
10031,55336,FBXL8,FBL8
10032,55337,SHFL,C19orf66|IRAV|RyDEN|SFL
10033,55338,LINC01949,-
10034,55339,WDR33,NET14|WDC146
10035,55340,GIMAP5,HIMAP3|IAN-5|IAN4|IAN4L1|IAN5|IMAP3|IROD
10036,55341,LSG1,-
10037,55342,STRBP,HEL162|ILF3L|SPNR|p74
10038,55343,SLC35C1,CDG2C|FUCT1
10039,55344,PLCXD1,LL0XNC01-136G2.1
10040,55345,ZGRF1,C4orf21
10041,55346,TCP11L1,dJ85M6.3
10042,55347,ABHD10,-
10043,55349,CHDH,-
10044,55351,STK32B,HSA250839|STK32|STKG6|YANK2
10045,55352,COPRS,C17orf79|COPR5|HSA272196|TTP1
10046,55353,LAPTM4B,LAPTM4beta|LC27
10047,55356,SLC22A15,FLIPT1|PRO34686
10048,55357,TBC1D2,PARIS-1|PARIS1|TBC1D2A
10049,55359,STYK1,NOK|SuRTK106
10050,55361,PI4K2A,PI4KII|PIK42A
10051,55362,TMEM63B,C6orf110
10052,55364,IMPACT,RWDD5
10053,55365,TMEM176A,GS188|HCA112|MS4B1
10054,55366,LGR4,BNMD17|GPR48
10055,55367,PIDD1,LRDD|PIDD
10056,55374,TMCO6,PRO1580
10057,55379,LRRC59,PRO1855|p34
10058,55384,MEG3,FP504|GTL2|LINC00023|NCRNA00023|PRO0518|PRO2160|onco-lncRNA-83|prebp1
10059,55421,NCBP3,C17orf85|ELG|HSA277841
10060,55422,ZNF331,RITA|ZNF361|ZNF463
10061,55423,SIRPG,CD172g|SIRP-B2|SIRPB2|SIRPgamma|bA77C3.1
10062,55425,GPALPP1,AD029|KIAA1704|LSR7|bA245H20.2
10063,55432,YOD1,DUBA8|OTUD2|PRO0907
10064,55435,AP1AR,2C18|C4orf16|GBAR|PRO0971|gamma-BAR
10065,55437,STRADB,ALS2CR2|CALS-21|ILPIP|ILPIPA|PAPK|PRO1038
10066,55449,DHRS4-AS1,AS1DHRS4|C14orf167|C14orf67|DHRS4AS1|PRO1488
10067,55450,CAMK2N1,PRO1489
10068,55454,CSGALNACT2,CHGN2|ChGn-2|GALNACT-2|GALNACT2|PRO0082|beta4GalNAcT
10069,55466,DNAJA4,MST104|MSTP104|PRO1472
10070,55471,NDUFAF7,C2orf56|MidA|PRO1853
10071,55472,RBM12B-AS1,C8orf39|PRO1905
10072,55486,PARL,PRO2207|PSARL|PSARL1|PSENIP2|RHBDS1
10073,55500,ETNK1,EKI|EKI 1|EKI1|Nbla10396
10074,55501,CHST12,C4S-2|C4ST-2|C4ST2
10075,55502,HES6,C-HAIRY1|HES-6|bHLHb41|bHLHc23
10076,55503,TRPV6,ABP/ZF|CAT1|CATL|ECAC2|HRPTTN|HSA277909|LP6728|ZFAB
10077,55504,TNFRSF19,TAJ|TAJ-alpha|TRADE|TROY
10078,55505,NOP10,DKCB1|NOLA3|NOP10P
10079,55506,MACROH2A2,H2AFY2
10080,55508,SLC35E3,BLOV1
10081,55509,BATF3,JDP1|JUNDM1|SNFT
10082,55510,DDX43,CT13|HAGE
10083,55512,SMPD3,NSMASE2
10084,55515,ASIC4,ACCN4|BNAC4
10085,55520,ELAC1,D29
10086,55521,TRIM36,ANPH|HAPRIN|RBCC728|RNF98
10087,55526,DHTKD1,AMOXAD|CMT2Q
10088,55527,FEM1A,EPRAP
10089,55529,PIP4P2,TMEM55A
10090,55530,SVOP,-
10091,55531,ELMOD1,-
10092,55532,SLC30A10,HMDPC|HMNDYT1|ZNT10|ZNT8|ZRC1|ZnT-10
10093,55534,MAML3,CAGH3|ERDA3|GDN|MAM-2|MAM2|TNRC3|mam-3
10094,55539,KCNQ1DN,BWRT|HSA404617
10095,55540,IL17RB,CRL4|EVI27|IL17BR|IL17RH1
10096,55544,RBM38,HSRNASEB|RNPC1|SEB4B|SEB4D|dJ800J21.2
10097,55545,MSX2P1,HPX5|HSHPX5|MSX2P
10098,55552,ZNF823,HSZFP36
10099,55553,SOX6,HSSOX6|SOXD
10100,55554,KLK15,ACO|HSRNASPH
10101,55556,ENOSF1,FUCD|RTS|TYMSAS
10102,55558,PLXNA3,6.3|HSSEXGENE|PLXN3|PLXN4|XAP-6
10103,55559,HAUS7,UCHL5IP|UIP1
10104,55565,ZNF821,-
10105,55567,DNAH3,DNAHC3-B|DNAHC3B|HDHC8|HEL-36|HSADHC3
10106,55568,GALNT10,GALNACT10|PPGALNACT10|PPGANTASE10
10107,55571,CNOT11,C2orf29|C40
10108,55572,FOXRED1,FP634|H17|MC1DN19
10109,55573,CDV3,H41
10110,55577,NAGK,GNK|HSA242910
10111,55578,SUPT20H,C13|C13orf19|FAM48A|FP757|P38IP|SPT20
10112,55582,KIF27,-
10113,55584,CHRNA9,HSA243342|NACHRA9
10114,55585,UBE2Q1,GTAP|NICE-5|NICE5|PRO3094|UBE2Q
10115,55586,MIOX,ALDRL6
10116,55588,MED29,IXL|MED2
10117,55589,BMP2K,BIKE|HRIHFB2017
10118,55591,VEZT,VEZATIN
10119,55592,GOLGA2P5,GOLGA2B|GOLGA2L1
10120,55593,OTUD5,DUBA
10121,55596,ZCCHC8,PFBMFT5
10122,55599,RNPC3,IGHD5|RBM40|RNP|SNRNP65
10123,55601,DDX60,-
10124,55602,CDKN2AIP,CARF
10125,55603,TENT5A,C6orf37|FAM46A|OI18|XTP11
10126,55604,CARMIL1,CARMIL|CARMIL1a|LRRC16|LRRC16A|dJ501N12.1|dJ501N12.5
10127,55605,KIF21A,CFEOM1|FEOM1|FEOM3A
10128,55607,PPP1R9A,NRB1|NRBI|Neurabin-I
10129,55608,ANKRD10,-
10130,55609,ZNF280C,SUHW3|ZNF633|ZPET
10131,55610,VPS50,CCDC132|VPS54L
10132,55611,OTUB1,HSPC263|OTB1|OTU1
10133,55612,FERMT1,C20orf42|DTGCU2|KIND1|UNC112A|URP1
10134,55613,MTMR8,-
10135,55614,KIF16B,C20orf23|KISC20ORF|SNX23
10136,55615,PRR5,FLJ20185k|PP610|PROTOR-1|PROTOR1
10137,55616,ASAP3,ACAP4|CENTB6|DDEFL1|UPLC1
10138,55617,TASP1,C20orf13|dJ585I14.2
10139,55619,DOCK10,DRIP2|Nbla10300|ZIZ3
10140,55620,STAP2,BKS
10141,55621,TRMT1,MRT68|TRM1
10142,55622,TTC27,-
10143,55623,THUMPD1,Tan1
10144,55624,POMGNT1,GNTI.2|GnT I.2|LGMD2O|LGMDR15|MEB|MGAT1.2|RP76|gnT-I.2
10145,55625,ZDHHC7,DHHC7|SERZ-B|SERZ1|ZNF370
10146,55626,AMBRA1,DCAF3|WDR94
10147,55627,SMPD4,NEDMABA|NEDMEBA|NET13|NSMASE-3|NSMASE3|SKNY
10148,55628,ZNF407,-
10149,55629,PNRC2,-
10150,55630,SLC39A4,AEZ|AWMS2|ZIP4
10151,55631,LRRC40,dJ677H15.1
10152,55632,G2E3,KIAA1333|PHF7B
10153,55633,TBC1D22B,C6orf197
10154,55634,KRBOX4,ZNF673
10155,55635,DEPDC1,DEP.8|DEPDC1-V2|DEPDC1A|SDP35
10156,55636,CHD7,CRG|HH5|IS3|KAL5
10157,55638,SYBU,GOLSYN|OCSYN|SNPHL
10158,55643,BTBD2,-
10159,55644,OSGEP,GAMOS3|GCPL1|KAE1|OSGEP1|PRSMG1|TCS3
10160,55646,LYAR,ZC2HC2|ZLYAR
10161,55647,RAB20,-
10162,55650,PIGV,GPI-MT-II|HPMRS1|PIG-V
10163,55651,NHP2,DKCB2|NHP2P|NOLA2
10164,55652,SLC48A1,HRG-1|HRG1|hHRG-1
10165,55653,BCAS4,CNOL
10166,55654,TMEM127,-
10167,55655,NLRP2,CLR19.9|NALP2|NBS1|PAN1|PYPAF2
10168,55656,INTS8,C8orf52|INT8|NEDCHS
10169,55657,ZNF692,AREBP|Zfp692
10170,55658,RNF126,-
10171,55659,ZNF416,-
10172,55660,PRPF40A,FBP-11|FBP11|FLAF1|FNBP3|HIP-10|HIP10|HYPA|NY-REN-6|Prp40
10173,55661,DDX27,DRS1|Drs1p|HSPC259|PP3241|RHLP|dJ686N3.1
10174,55662,HIF1AN,FIH1
10175,55663,ZNF446,ZKSCAN20|ZSCAN30|ZSCAN52
10176,55664,CDC37L1,CDC37B|HARC
10177,55665,URGCP,URG4
10178,55666,NPLOC4,NPL4
10179,55667,DENND4C,C9orf55|C9orf55B|RAB10GEF|bA513M16.3
10180,55668,GPATCH2L,C14orf118
10181,55669,MFN1,hfzo1|hfzo2
10182,55670,PEX26,PBD7A|PBD7B|PEX26M1T|Pex26pM1T
10183,55671,PPP4R3A,FLFL1|KIAA2010|MSTP033|PP4R3|PP4R3A|SMEK1|smk-1|smk1
10184,55672,NBPF1,AB13|AB14|AB23|AD2|NBG|NBPF
10185,55676,SLC30A6,MST103|MSTP103|ZNT6
10186,55677,IWS1,-
10187,55679,LIMS2,LGMD2W|MDRCMTT|PINCH-2|PINCH2
10188,55680,RUFY2,RABIP4R|ZFYVE13
10189,55681,SCYL2,CVAK104
10190,55683,KANSL3,KIAA1310|NSL3|Rcd1
10191,55684,RABL6,C9orf86|PARF|RBEL1|pp8875
10192,55686,MREG,DSU|WDT2
10193,55687,TRMU,LCAL3|MTO2|MTU1|TRMT|TRMT1
10194,55689,YEATS2,-
10195,55690,PACS1,MRD17|SHMS
10196,55691,FRMD4A,CCAFCA|FRMD4|bA295P9.4
10197,55692,LUC7L,LUC7B1|Luc7|SR+89|hLuc7B1
10198,55693,KDM4D,JMJD2D
10199,55695,NSUN5,NOL1|NOL1R|NSUN5A|WBSCR20|WBSCR20A|p120|p120(NOL1)
10200,55696,RBM22,Cwc2|ZC3H16|fSAP47
10201,55697,VAC14,ArPIKfyve|TAX1BP2|TRX
10202,55698,RADIL,RASIP2
10203,55699,IARS2,CAGSSS|ILERS
10204,55700,MAP7D1,PARCC1|RPRC1
10205,55701,ARHGEF40,SOLO
10206,55702,YJU2,CCDC94
10207,55703,POLR3B,C128|HLD8|INMAP|RPC2
10208,55704,CCDC88A,APE|GIRDIN|GIV|GRDN|HkRP1|KIAA1212|PEHO|PEHOL
10209,55705,IPO9,Imp9
10210,55706,NDC1,NET3|TMEM48
10211,55707,NECAP2,-
10212,55709,KBTBD4,BKLHD4|HSPC252
10213,55711,FAR2,HEL-S-81|MLSTD1|SDR10E2
10214,55713,ZNF334,-
10215,55714,TENM3,MCOPCB9|MCOPS15|ODZ3|TEN3|TNM3|Ten-m3|ten-3
10216,55715,DOK4,IRS-5|IRS5
10217,55716,LMBR1L,LIMR
10218,55717,WDR11,BRWD2|DR11|HH14|SRI1|WDR15
10219,55718,POLR3E,RPC5|SIN
10220,55719,SLF2,C10orf6|FAM178A
10221,55720,TSR1,-
10222,55721,IQCC,-
10223,55722,CEP72,-
10224,55723,ASF1B,CIA-II
10225,55726,INTS13,ASUN|C12orf11|GCT1|Mat89Bb|NET48|SPATA30
10226,55727,BTBD7,FUP1
10227,55728,N4BP2,B3BP
10228,55729,ATF7IP,AM|ATF-IP|MCAF|MCAF1|p621
10229,55731,FAM222B,C17orf63
10230,55732,C1orf112,-
10231,55733,HHAT,MART2|SKI1|Skn
10232,55734,ZFP64,ZNF338
10233,55735,DNAJC11,dJ126A5.1
10234,55737,VPS35,MEM3|PARK17
10235,55738,ARFGAP1,ARF1GAP|HRIHFB2281
10236,55739,NAXD,CARKD|LP3298|PEBEL2
10237,55740,ENAH,ENA|MENA|NDPP1
10238,55741,EDEM2,C20orf31|C20orf49|bA4204.1
10239,55742,PARVA,CH-ILKBP|MXRA2
10240,55743,CHFR,RNF116|RNF196
10241,55744,COA1,C7orf44|MITRAC15
10242,55745,AP5M1,C14orf108|MUDENG|Mu5|MuD
10243,55746,NUP133,GAMOS8|NPHS18|hNUP133
10244,55748,CNDP2,CN2|CPGL|HEL-S-13|HsT2298|PEPA
10245,55749,CCAR1,-
10246,55750,AGK,CATC5|CTRCT38|MTDPS10|MULK
10247,55751,TMEM184C,TMEM34
10248,55752,SEPTIN11,SEPT11
10249,55753,OGDHL,-
10250,55754,TMEM30A,C6orf67|CDC50A
10251,55755,CDK5RAP2,C48|Cep215|MCPH3
10252,55756,INTS9,CPSF2L|INT9|RC74
10253,55757,UGGT2,HUGT2|UGCGL2|UGT2
10254,55758,RCOR3,-
10255,55759,WDR12,YTM1
10256,55760,DHX32,DDX32|DHLP1
10257,55761,TTC17,-
10258,55762,ZNF701,-
10259,55763,EXOC1,BM-102|SEC3|SEC3L1|SEC3P
10260,55764,IFT122,CED|CED1|SPG|WDR10|WDR10p|WDR140
10261,55765,INAVA,C1orf106
10262,55766,H2AJ,H2AFJ
10263,55768,NGLY1,CDDG|CDG1V|PNG-1|PNG1|PNGase
10264,55769,ZNF83,HPF1|ZNF816B
10265,55770,EXOC2,SEC5|SEC5L1|Sec5p
10266,55771,PRR11,-
10267,55773,TBC1D23,NS4ATP1|PCH11
10268,55775,TDP1,-
10269,55776,SAYSD1,C6orf64
10270,55777,MBD5,MRD1
10271,55778,ZNF839,C14orf131
10272,55779,CFAP44,SPGF20|WDR52
10273,55780,ERMARD,C6orf70|PVNH6|dJ266L20.3
10274,55781,RIOK2,RIO2
10275,55783,CMTR2,AFT|FTSJD1|HMTr2|MTr2
10276,55784,MCTP2,-
10277,55785,FGD6,ZFYVE24
10278,55786,ZNF415,Pact|ZfLp
10279,55787,TXLNG,CXorf15|ELRG|FIAT|LSR5|TXLNGX
10280,55788,LMBRD1,C6orf209|LMBD1|MAHCF|NESI
10281,55789,DEPDC1B,BRCC3|XTP1
10282,55790,CSGALNACT1,CSGalNAcT-1|ChGn|ChGn-1|beta4GalNAcT
10283,55791,LRIF1,C1orf103|HBiX1|RIF1
10284,55793,MINDY1,FAM63A|MINDY-1
10285,55794,DDX28,MDDX28
10286,55795,PCID2,F10
10287,55796,MBNL3,CHCR|MBLX|MBLX39|MBXL
10288,55798,METTL2B,METL|METTL2|METTL2A|PSENIP1
10289,55799,CACNA2D3,HSA272268
10290,55800,SCN3B,ATFB16|BRGDA7|HSA243396|SCNB3
10291,55801,IL26,AK155|IL-26
10292,55802,DCP1A,HSA275986|Nbla00360|SMAD4IP1|SMIF
10293,55803,ADAP2,CENTA2|HSA272195|cent-b
10294,55805,LRP2BP,-
10295,55806,HR,ALUNC|AU|HSA277165|HYPT4|MUHH|MUHH1
10296,55808,ST6GALNAC1,HSY11339|SIAT7A|ST6GalNAcI|STYI
10297,55809,TRERF1,BCAR2|HSA277276|RAPA|TREP132|TReP-132|dJ139D8.5
10298,55810,FOXJ2,FHX
10299,55811,ADCY10,HCA2|HEL-S-7a|SAC|SACI|Sacy|hsAC
10300,55812,SPATA7,HEL-S-296|HSD-3.1|HSD3|LCA3
10301,55813,UTP6,C17orf40|HCA66
10302,55814,BDP1,DFNB112|HSA238520|TAF3B1|TFC5|TFIIIB''|TFIIIB150|TFIIIB90|TFNR
10303,55815,TSNAXIP1,TXI1
10304,55816,DOK5,C20orf180|IRS-6|IRS6
10305,55818,KDM3A,JHDM2A|JHMD2A|JMJD1|JMJD1A|TSGA
10306,55819,RNF130,G1RZFP|GOLIATH|GP
10307,55823,VPS11,END1|HLD12|PEP5|RNF108|hVPS11
10308,55824,PAG1,CBP|PAG
10309,55825,PECR,DCRRP|HPDHASE|HSA250303|PVIARL|SDR29C1|TERP
10310,55827,DCAF6,1200006M05Rik|ARCAP|IQWD1|MSTP055|NRIP|PC326
10311,55829,SELENOS,AD-015|ADO15|SBBI8|SELS|SEPS1|VIMP
10312,55830,GLT8D1,AD-017|MSTP139
10313,55831,EMC3,POB|TMEM111
10314,55832,CAND1,TIP120|TIP120A
10315,55833,UBAP2,UBAP-2
10316,55835,CENPJ,BM032|CENP-J|CPAP|LAP|LIP1|MCPH6|SASS4|SCKL4|Sas-4
10317,55837,EAPP,BM036|C14orf11
10318,55839,CENPN,BM039|C16orf60|CENP-N|ICEN32
10319,55840,EAF2,BM040|TRAITS|U19
10320,55841,WWC3,BM042
10321,55843,ARHGAP15,BM046
10322,55844,PPP2R2D,B55D|B55delta|MDS026
10323,55845,BRK1,C3orf10|HSPC300|MDS027|hHBrk1
10324,55846,ITFG2,FGGAP1|MDS028
10325,55847,CISD1,C10orf70|MDS029|ZCD1|mitoNEET
10326,55848,PLGRKT,AD025|C9orf46|MDS030|PLG-RKT|Plg-R(KT)
10327,55850,USE1,D12|MDS032|P31|SLT1
10328,55851,PSENEN,ACNINV2|MDS033|MSTP064|PEN-2|PEN2
10329,55852,TEX2,HT008|TMEM96
10330,55854,ZC3H15,HT010|LEREPO4|MSTP012
10331,55856,ACOT13,HT012|PNAS-27|THEM2
10332,55857,KIZ,C20orf19|HT013|Kizuna|NCRNA00153|PLK1S1|RP69
10333,55858,TMEM165,CDG2K|FT27|GDT1|TMPT27|TPARL
10334,55859,BEX1,BEX2|HBEX2|HGR74-h
10335,55860,ACTR10,ACTR11|Arp10|Arp11|HARP11
10336,55861,DBNDD2,C20orf35|CK1BP|HSMNP1
10337,55862,ECHDC1,HEL-S-76|MMCD|dJ351K20.2
10338,55863,TMEM126B,HT007|MC1DN29
10339,55869,HDAC8,CDA07|CDLS5|HD8|HDACL1|KDAC8|MRXS6|RPD3|WTS
10340,55870,ASH1L,ASH1|ASH1L1|KMT2H|MRD52
10341,55871,CBWD1,COBP
10342,55876,GSDMB,GSDML|PP4052|PRO2521
10343,55879,GABRQ,THETA
10344,55884,WSB2,SBA2
10345,55885,LMO3,RBTN3|RBTNL2|RHOM3|Rhom-3
10346,55888,ZKSCAN7,ZFP|ZNF167|ZNF448|ZNF64|ZSCAN39
10347,55890,GPRC5C,RAIG-3|RAIG3
10348,55891,LENEP,LEP503
10349,55892,MYNN,OSZF|SBBIZ1|ZBTB31|ZNF902
10350,55893,ZNF395,HDBP-2|HDBP2|HDRF-2|PBF|PRF-1|PRF1|Si-1-8-14
10351,55894,DEFB103B,BD-3|DEFB-3|DEFB103|DEFB3|HBD-3|HBD3|HBP-3|HBP3
10352,55897,MESP1,bHLHc5
10353,55898,UNC45A,GC-UNC45|GCUNC-45|GCUNC45|IRO039700|SMAP-1|SMAP1|UNC-45A
