,region,T1T2,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,DRD1,DRD2,DRD3,DRD4,DRD5,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CHRNA10,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNA7,CHRNA9,CHRNB2,CHRNB3,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR3A,HTR3B,HTR3C,HTR4,HTR5A,HTR6,HTR7,GRIA1,GRIA2,GRIA3,GRIA4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,GRID1,GRID2,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GABRR1,GABRR3,VIP,PV+,SOM
160,VMV2,1.348856926,1.077435255,-0.827958941,-1.014683247,-1.006993532,-0.495768607,-0.818284214,0.687601984,-1.875464559,1.798162103,0.782421231,1.119082808,0.69079572,-0.600360453,0.086000673,-0.132324263,0.465525806,-0.16751267,0.231761262,0.403643757,1.129438758,0.199241042,-0.363025963,0.067872949,-0.849680543,-0.967091143,-0.323237509,0.514923692,1.053520203,-0.62676537,0.175846517,1.673589706,1.959071875,-0.392546028,0.721033871,1.036630034,-0.727642298,0.48390466,-0.08424373,0.18858102,1.904154658,1.083719373,0.422740161,1.681691408,-1.436707258,0.500582635,0.738236308,0.38895908,-0.119709991,-0.484225124,0.433871865,-0.27115348,-0.565648019,-1.743612528,-0.519166112,1.283288836,0.104560912,1.063842535,-0.925890207,-0.214376897,0.58653152,-0.635976255,0.609993875,0.934069514,-0.162424162,-0.84012109,-0.350759506,-0.317499787,-0.080814011,-0.154185787,-0.050084058,0.2031243,-0.269911051,-0.723758221,0.687720716,-0.552155495,1.136741519,-0.199692741,0.795878708,0.02670968,0.041427087,-1.008348584,-0.801653326,0.274955869,0.650192678,1.466919065,-0.381858259,0.182626605,1.790959477,0.209611669,0.241127998,-0.715515018
161,31pd,1.312496662,1.000479937,-0.379187971,0.217107609,-0.443165123,-0.714600205,0.902739525,1.201521158,-0.595766366,-0.240258619,1.130670786,-0.092454962,1.487028956,1.0300771,-0.64796859,0.387535155,0.50196147,0.324879318,-0.275648296,-0.017153632,1.711861968,0.853232622,-1.270854831,0.394890934,-0.280943334,-0.239692733,-0.057272863,1.350829244,0.325023443,0.180291399,-0.277191997,-0.519070923,-0.460821331,0.366787076,0.723664105,-0.024070788,-1.219512939,-0.768888891,-0.361050904,0.155745655,0.397431791,0.514884055,-0.41829583,0.385179996,-0.621107101,0.560591161,1.505848527,0.613951206,-0.805169642,-0.768890619,-0.376526475,-0.809820771,-1.115393281,1.185259461,-0.76511842,1.366254449,-1.321706653,0.084026963,0.566523731,-1.439865947,0.107597709,-0.994564772,0.638628364,-0.185833007,1.241042376,-0.333715379,0.1419072,0.12324813,-0.46080026,-0.256469965,-0.835153103,-0.177399412,-0.248174474,-0.541181266,0.70593816,-0.73713702,-1.282821298,-0.107852645,0.082692072,-0.929762602,0.13094981,0.188141733,-0.150551796,0.598488033,-0.330159336,-0.535834849,-0.410812467,-1.290263772,0.385179877,1.665317655,0.138943449,-0.742030144
162,31a,1.259537935,1.744035959,0.431723416,-0.052171227,-0.648988903,-1.098881245,0.930253983,0.747644663,-0.222350433,0.534497499,0.866845846,0.565244973,1.287471771,0.531674504,-0.538918316,-0.456671864,-0.540379465,0.250868618,0.837185442,0.76631707,2.739857197,1.38429606,-0.749010861,2.100286484,-0.237763911,-0.445345342,0.087477721,-0.610097945,0.684134364,0.712806106,0.013685141,-0.484709352,-0.696015358,0.877347767,0.615890324,0.185744911,-1.420731664,-0.544551492,0.090678118,0.352107942,1.691221118,0.433447927,-0.810233772,1.393365741,-0.057233185,0.447637379,1.480127931,1.629548192,-0.459970146,-1.723721862,0.126734376,-0.751485407,-1.207540512,1.031398535,-0.425245732,2.002057552,-0.106319234,2.014808655,0.250402182,-0.666486144,-0.067282513,-0.649741709,0.121973105,-0.275562614,1.152263999,-0.230748087,0.953177154,0.590084374,-0.211051539,-0.021441896,0.073991835,-0.004892904,0.314092338,-0.130965009,0.570293307,-0.365633607,-1.021753192,0.353346258,-0.592161775,-0.598744452,0.26557225,-0.048345082,0.240783095,0.138964951,-0.609326482,0.706492603,-0.475951642,0.107225023,1.518811822,1.700552464,0.084960379,-0.150899962
163,VVC,1.403219044,0.87389946,-0.284032285,-0.81822741,-1.556830168,-0.366010278,-0.320604891,0.009116276,-1.368515134,1.485155821,0.024290634,0.576014459,0.372501135,-0.560430348,0.079279214,-0.003571561,-0.268224657,0.005778861,-0.140139341,0.435700804,0.777292013,-0.805833459,-0.16600126,-0.091675594,-0.581188083,-1.065079927,0.604902565,0.519420683,0.592489898,-1.153071404,0.440955937,0.729005516,1.567900777,-0.269713879,0.253764749,0.840466559,-1.307586074,1.166070223,-0.383314759,0.877689004,0.754302025,1.171080351,0.200166166,0.452346802,-0.702563822,0.277017236,0.553832352,0.416566133,0.410276532,-0.144562617,0.14958863,0.453224093,-0.024003776,-1.342192054,-0.055886634,0.629782677,0.721131563,-0.312973917,-0.406337321,0.194573656,0.710219681,-0.262481987,0.455249071,1.867877245,-0.6204952,-0.395848423,-0.009271429,0.178024396,0.048555315,0.159539372,0.51952827,0.109041855,0.151919857,-0.32211262,0.394269019,0.097587965,1.250774264,-0.152403325,0.585013628,0.46322301,-0.13462244,-0.739403129,0.078638911,-0.254479587,0.010523749,0.705147386,-0.626030743,-0.121287517,1.172939301,0.373507053,0.010993728,-0.425832391
164,25,1.194204867,0.965960443,0.84533596,-0.525185347,0.327842593,-0.337084562,0.672644675,-1.437250614,1.877799988,-0.901499867,1.025115013,-0.733133316,0.432109147,1.727840781,2.044763565,-2.598373175,-1.107341051,-0.01982975,2.925711632,0.972697675,-0.659466684,0.775856793,1.589995265,0.99460572,-0.138773501,-0.40053767,-2.244634628,-0.292716593,1.004036307,1.094041944,1.33425653,-0.324491799,1.431962013,-1.165359616,-1.732775807,-0.862205327,-0.511244357,1.452029824,1.768821836,0.110411331,0.121055514,0.405608803,-1.08584404,-0.203742847,1.654240131,1.017039299,0.27610296,0.666879237,-0.514265478,-1.42684412,-2.134525061,0.145883128,0.978664994,0.068055883,1.738075256,-0.083620854,1.304243803,1.018611789,1.23856461,-0.355843514,0.689748168,1.805220366,-0.889660776,-1.223095894,-2.270734072,2.018278122,1.639881253,1.615507603,1.126970291,1.490117908,2.161630154,-2.393114328,1.939772725,1.317472696,-3.124819517,1.841626644,-1.553321719,2.163546801,-3.17910099,1.112699628,-1.261997938,1.891908765,1.253172994,-3.275660276,-0.637531519,2.130096436,2.732192993,-0.012309178,-0.764786363,-0.823525548,-2.764060259,2.154609919
165,s32,1.152381122,-0.075696528,0.983875751,-0.46665445,0.351045072,0.396483988,0.606852353,-0.638582826,1.826574445,-1.595840693,1.278984666,-0.998104692,0.162338153,2.643473387,0.724290788,-0.762476385,-1.904097438,0.932625651,0.398278356,-1.468607545,-0.527260482,0.729557753,1.004780769,0.312238425,0.229239315,-0.032395087,-1.041497946,-2.197091579,0.656532526,1.764030099,0.938700259,-0.172066912,0.453990757,0.016280416,-0.911524117,0.052890588,-0.190843716,0.801519692,1.562596321,0.590394676,0.220854983,0.553777814,-0.714831352,-0.334214717,1.573664427,0.71620363,0.67542696,1.193472147,0.803037584,-0.5568946,-0.217569888,1.275820017,-0.000796092,0.695224345,1.449691534,-0.226801217,1.304018497,0.372582376,1.381857395,-1.372751355,1.237148762,2.083838463,0.937151253,-0.047891185,-1.9435637,1.158831596,1.845919967,1.706041813,1.20947814,1.244674444,1.405849099,-1.111333132,1.852532983,0.977822602,-0.543919027,1.340960503,-1.441441894,1.830371022,-1.463093281,1.76283145,-0.334788769,1.157624722,1.373654485,-1.409485459,0.080222912,1.171278834,2.233114958,-1.318316936,-2.041793346,1.048407912,-1.424607038,1.474616051
166,pOFC,1.313064933,0.986101329,0.320802301,0.067129731,-0.59808439,-0.424224436,1.167091131,-2.052455902,1.900435448,0.573915541,-1.795864463,0.702391565,0.586672962,0.738967538,2.68431592,-3.064648628,-0.335287333,-0.569060981,3.643507242,0.562393188,-1.521498799,-1.251824975,2.460530043,1.088417172,-1.76096034,-0.988970935,-1.763068318,1.479976773,1.483981013,-0.083638988,1.895765662,0.729342222,1.293909431,-1.88509059,-2.557532549,-2.583264351,-0.337677091,2.319539547,2.489178896,-1.413953185,0.378555864,0.707670033,-1.727102399,0.323783487,1.550273657,1.572042942,-0.137791589,-0.140513197,-0.624745429,-2.288452387,-3.889749289,-0.175310403,1.250465751,-0.185308367,1.616445661,-0.453817457,0.974637806,0.148537979,0.508367479,0.61462307,1.061244607,1.341641307,-1.146239042,-0.983296692,-1.935598493,2.304301023,1.382626772,1.532278061,0.654344499,0.394314498,2.586362123,-2.591587782,2.29364419,0.951633573,-3.401284933,1.692095757,-1.165396333,2.184146643,-2.996353388,0.932637513,-1.725058079,1.141783714,1.167142868,-3.058088779,-2.710739374,1.961904407,2.811249971,0.384269953,0.082074299,-1.167702079,-2.872036695,2.503444195
167,PoI1,1.184387207,0.367631346,0.901720643,-1.536241055,-0.830278754,0.868117273,1.003287554,-0.15155226,0.459254086,0.490991831,0.886295795,-0.493211389,-0.061351627,1.17320013,0.285321683,0.098114111,-0.033242796,0.287225902,0.297940433,-0.450210541,0.2074119,-0.392522544,0.878244638,-1.581922293,0.608346879,0.548991621,-0.066610962,-1.353238583,-0.811374009,-0.269608021,1.247578859,-1.342903376,1.308545232,-0.69150871,-1.716965795,-0.861157358,0.999474227,1.966834426,1.101253748,0.033145595,-2.151811361,0.463545322,-0.512031198,-2.113748789,0.817976534,0.2757397,-0.554603636,-2.266638994,0.657287717,-0.244819179,-1.501215339,1.288022995,0.928037763,-0.195003629,1.192622185,-1.13846004,1.297540784,0.780979335,-0.207260698,-0.688680291,0.697731078,0.32908994,0.679605305,-0.120020598,-0.947698116,1.53527689,-0.659322739,1.162684917,0.104796961,0.296827883,0.222401381,-1.622644305,1.283522487,0.940758049,-1.302731156,1.314567447,0.113452211,0.870855808,-1.475833893,1.173834443,-1.248649478,2.34659481,1.018674731,-1.133064508,-0.181193948,-1.637019157,1.124625683,-0.216197357,0.183175236,-0.409070641,-1.6747123,0.974622488
168,Ig,1.328121006,0.098247297,0.372157484,-0.355251968,0.636262,-0.309757292,0.141681343,0.032463811,-0.431688368,0.352528036,1.366362691,-0.31196782,-0.088039279,0.68533498,0.068827614,0.358381242,1.259088278,-0.406485081,-0.530205786,-0.666787624,-0.012384734,0.27646181,0.029142547,-1.188430548,0.714833319,0.289886683,-0.295609772,-0.973060191,-0.732126415,-0.192756996,0.230720475,-0.023546394,0.774502099,-0.270157218,0.037248276,-0.339072853,1.774226904,0.899049282,0.803667665,-0.047469866,-1.305160403,0.03397638,-0.838702798,-1.638244629,0.188081339,-0.079803348,-0.60602814,-2.335290194,0.079663768,0.426768959,-0.571086407,0.700574517,0.738667548,-0.640149951,0.327689648,-0.778440833,0.687452316,-0.112039872,0.047551975,-0.021453509,0.527076066,0.291438997,0.922146142,-0.032424651,-0.020068703,0.296232402,-0.742906928,0.325943768,0.064958133,0.404081196,-0.707666039,-0.456377476,-0.253023267,-0.184391499,-0.623133063,0.772271574,0.534911454,-0.382795185,-0.169145182,0.322378755,-0.245309517,0.948557079,-0.359822303,-0.185777903,1.163630962,-0.81161195,0.241061658,0.243731916,0.697545826,-0.454387486,0.166933179,0.434128761
169,FOP5,1.295743108,-0.325962931,0.60742569,0.743451118,0.765337169,1.266362786,-0.268003732,-1.141828537,0.258360505,-0.064277418,-1.409951925,-0.417187423,-1.954747558,0.769170821,0.922656,0.368504137,-1.248390198,0.641915917,1.028366804,0.566004276,-0.816859782,0.86841917,0.383265913,0.604409039,0.017102199,0.722048879,0.913096011,-0.770921469,0.625021756,1.216904521,0.447149307,1.091220737,-0.331230164,0.691684127,-0.886227429,-0.371598393,0.527721226,0.226889551,0.539521992,0.31238991,0.503798783,-1.27322197,0.0883599,0.283049643,0.845432281,-0.404450029,0.332088143,0.003821708,0.338993043,0.860326588,-0.864537358,-0.459099501,0.323894948,1.025066137,0.766122103,-0.760645688,0.223927572,-0.288908958,1.583067656,0.734934628,-0.582960784,1.915531039,-0.81405586,-1.112980485,-0.812101364,0.322637856,0.226944625,-0.071003519,0.29293555,0.68808049,1.260201454,-0.24893266,0.070824057,0.362832606,-0.767174125,0.719573677,-0.629449666,1.074829578,-0.307302207,0.698368311,0.317089111,0.946211815,0.460414141,-1.572611332,0.090832487,0.691272795,0.682937682,0.112137303,-0.969534814,-0.525914073,-0.336953074,0.911322534
170,p10p,1.234660447,-1.99637568,0.074010327,-0.027809301,1.41870451,2.222275734,-0.89928031,-0.002070668,0.454266965,-1.768271804,-0.621218026,-2.543489695,-1.984054804,-1.575955868,-0.101630777,1.167703271,-1.263762236,0.814266324,-1.298640728,-0.404630333,-0.44023627,2.353106499,0.323260248,-1.549793243,1.49689281,2.566646338,-0.206195191,-0.790608466,-1.056822777,1.826266885,0.166215777,-1.004015446,-0.540709198,0.590016305,0.074051999,0.134851173,-0.073664099,-0.559792697,0.427669883,1.267545223,-1.457931876,-1.256639004,2.181994915,-2.017262697,0.501353979,-0.487197638,-0.571672499,-0.490801483,1.176208019,1.373436093,1.653587699,0.739131689,0.739535809,2.328507662,0.304130048,-2.08279109,0.235520661,-2.19457674,-0.048403818,-0.827112436,0.475167185,0.729584873,1.027168989,0.140522465,-1.321615458,0.054083712,1.786603093,0.866157711,0.514153242,-0.681723833,-0.767709553,0.3973324,0.506021023,0.125425711,0.252262861,0.222797215,0.4808667,0.387252957,1.102414131,0.171868101,0.48123619,-0.284712404,0.984654307,-0.21893999,0.217272386,-1.254457831,0.020631362,-0.87310046,-1.354603291,2.270135641,0.184246182,0.848155975
171,p47r,1.23840785,-0.844421923,-0.097695909,0.25658381,1.079835653,1.956971645,-1.13018024,-0.228777185,0.776538432,-0.151264131,-1.059235334,-0.549107194,-2.057719469,0.365681797,-0.522197008,1.047225356,-1.088225126,0.741072893,0.395796508,0.546969771,-1.247609615,2.276024342,-0.171465635,0.167909175,0.435385823,1.748555303,0.995604694,-0.409669131,0.646951675,1.591699958,-0.10006725,0.439391047,-0.607100368,1.031581402,-0.139074773,-0.154673338,0.477999032,-0.76245749,0.181307748,0.932865262,0.185899779,-1.490189552,1.254146218,-0.551067591,0.191452324,-0.965988338,-0.238678917,-0.163722649,0.340483963,0.338307917,0.78347975,0.143438071,0.053879529,0.803704441,0.3533355,-1.553625703,-0.10846027,-0.125415832,0.812348247,-1.29292357,-0.769590497,1.238800049,0.007523962,-0.887101948,-0.592085123,-0.548684061,0.654892445,-0.05073797,0.178437069,-1.12988472,-0.474685371,0.380358577,-0.094972245,-0.226427361,0.152859122,-0.070743248,-0.492822587,0.278669447,0.419382334,0.21224919,0.54396373,0.029489372,0.757146835,-0.503905892,0.28247273,0.641551495,-0.536162317,-0.958911061,-1.059122443,0.783563852,0.111713007,0.312114984
172,TGv,1.136855781,0.604475021,0.658625126,-0.263864636,-1.617426515,0.323045611,1.767553449,-0.458084553,1.408520341,1.546903729,-0.24092561,1.422809482,0.062870063,0.107728302,1.061081052,0.323548138,-1.26000309,1.031064391,0.568566024,-0.126665682,0.187090576,-0.902307212,0.960676372,0.578441978,-0.478509873,0.199694723,0.833047688,0.89067018,0.44395861,-0.598019481,1.778951168,0.446347266,1.701459408,-0.393859446,-0.866363704,0.670550108,-1.755180955,1.699928403,0.991140783,0.941503704,-0.804833114,1.601526022,-1.085328341,0.645337701,0.510219872,1.408229113,0.77698499,0.10330826,1.194842696,1.357191205,-0.522416234,1.706589222,1.093100667,-0.28087163,1.136104584,-0.186265528,1.834978342,-0.12588723,1.116408587,-0.620425999,1.336456418,0.530026913,0.211029693,1.357745886,-0.975517988,0.996109486,1.131370544,0.833860636,0.647234261,-0.013368312,3.080962181,-0.742890298,2.138936281,1.199592352,-0.299345553,1.073825002,-0.664699197,1.398720503,-0.991601467,1.659732699,-1.171157718,1.428852797,1.885684609,-0.864539266,-1.220455527,2.01624012,0.000341984,0.45451048,0.586541414,0.046007548,-1.043102622,0.847438574
173,MBelt,1.536389172,0.005984368,0.042835947,-0.241132244,0.19829233,0.195918173,0.309401184,0.463699698,-0.218017429,0.997694671,0.585410118,-0.315189242,-0.437603325,1.385009289,-0.853781104,0.791536868,0.920275688,0.27092126,-0.592387736,0.010594962,-0.050033174,-0.414604783,-0.311639905,-1.916689873,0.567188382,0.242868736,0.183391541,-1.039531827,-0.823818743,-0.167803317,0.215803176,-0.694342017,0.728479922,-1.02928412,-0.010033753,0.211548194,0.906243086,0.483008295,0.441697925,0.421863854,-1.914308667,0.213524699,0.024723081,-1.5951159,-0.388988405,-0.339066923,-0.786307454,-2.081469536,0.368451089,0.775403142,0.308494389,0.557516038,0.531948924,-0.362235963,-0.036369819,-0.826829731,0.435111701,0.541296244,0.10210181,-0.424410611,0.11909344,0.455822468,0.770643294,-0.44434613,-0.546317577,0.011793714,-0.482489765,0.157638431,0.000862887,-0.14211987,-0.016069232,-0.147359505,-0.297376812,-0.40024057,-0.987904131,0.235311463,0.352196693,-0.521072328,-0.187934503,0.252181202,0.04291844,0.632358074,-0.868190825,-0.549946785,0.55345875,-1.688313007,-0.168386772,0.097055785,0.712984025,0.007302455,0.40079841,0.068822466
174,LBelt,1.608958006,0.290891439,-0.694041193,0.538059175,-0.011020275,-0.262241036,-0.695169449,0.805376649,-0.621502161,1.587593555,1.118322492,0.698079288,0.033637337,0.540417016,-1.406222224,-0.30689472,1.245597959,-0.234770358,-0.381629914,1.360252142,0.37825501,0.720605016,-0.089022212,-1.471920729,0.66566813,0.438858956,-0.433200747,-0.31350252,-0.613287032,-0.804242134,-0.493459612,-0.407953084,0.559651911,-0.865130901,0.707852602,0.486632109,0.376096845,0.078244321,0.071216211,-0.312816501,-0.506983817,0.27062875,0.212041557,0.099485748,-0.809005439,-0.015022324,-0.243440762,-1.486400008,0.037045415,0.402646542,-0.296975106,0.049266886,1.361899614,-1.632449031,-0.698954344,-0.008733757,-0.507032156,-0.140759885,0.246962979,0.412804782,0.095060147,-0.067556776,0.550351799,0.211809784,0.20636256,-0.686028242,-0.132428169,-0.28689459,-0.056339882,-0.35425213,-0.738101065,0.65234679,-0.652320087,-1.176127553,-0.053939883,-0.349966973,1.117840528,-0.967171073,0.654359877,0.154986814,0.032815423,-0.040933859,-0.680489779,0.442205101,1.334665418,-0.503891528,-0.738540947,0.622753918,1.536650896,0.270844102,0.665658712,-0.305052012
175,A4,1.385336399,0.180284977,-0.161856964,0.596630752,-0.090625271,0.641110003,0.038437195,0.519070923,-0.652168274,1.556320786,0.330416411,1.11286962,-0.189391747,0.014127037,-0.814002037,0.756568789,1.173847198,0.22854571,-0.683480144,0.143901944,-0.559880197,1.103089571,-0.58143723,-0.671117008,0.122461371,0.019100441,0.200364411,0.609519601,-0.488033772,-0.678675115,-0.020876532,-0.58860904,1.229100347,0.257525504,0.41512835,0.376470149,-0.29125157,0.36808607,0.031493008,0.820280969,-0.102431253,0.244459018,0.483846813,0.143755391,-0.365387291,-0.53876251,-0.731194139,-0.316259384,0.009935683,0.84549886,0.532012999,0.202390298,1.185823083,-1.202831507,-0.289063096,-0.003941965,0.627271414,-0.612182975,-0.285319805,0.267602593,-0.230595767,-0.077385344,0.242682338,0.384307444,0.18428959,-0.576634765,0.3503443,-0.001948136,0.003334726,-0.995477796,-0.072056442,0.279583484,-0.467109561,-0.605286777,-0.013999403,-0.426463246,0.554898322,-0.732564509,0.544050992,-0.089265399,0.162264436,0.186728716,-0.366945386,0.186848208,1.126828194,-0.071775347,-0.65994221,1.161960006,1.314187765,0.386518329,0.594292521,-0.182864577
176,STSva,1.225005388,-0.117250524,0.635284007,-0.349870265,-0.581154585,1.318637848,0.530355334,-0.006272024,0.915934861,0.486364961,-0.789709747,-0.497886628,-0.733883083,0.457005769,0.360852808,0.457762033,-0.726231217,1.022074103,-0.646801889,-0.683824599,-0.870045543,-0.061308261,1.282326102,-1.071073413,1.340412498,0.956630349,0.280521452,-0.664201021,-0.449263573,-0.223710015,1.064473748,-1.919657707,1.068950415,0.254545391,-0.818463266,0.244144544,-0.669717729,0.924937844,0.724232495,1.060462475,-1.507577777,0.421199948,-0.447964609,-2.338922024,0.24838689,-0.489914268,-0.556380928,-1.439963579,0.856665254,0.031155962,0.325555623,1.616063356,1.404353619,-0.935336351,0.79352355,-0.572045684,1.924582601,-0.076908827,-0.117968388,-0.167673185,0.170704007,-0.003761093,0.629218459,0.827868283,-0.684781253,1.0558604,-0.026577508,0.434749126,0.204382092,-0.355668485,0.36870265,-0.753424585,0.408586085,0.619386792,-0.843196154,0.644734621,0.593030334,0.12148951,-0.890969217,0.227831066,-0.565644085,1.822416782,0.889980853,-1.311736226,-0.80229193,-0.626492918,0.269545227,-0.130425736,-0.129428655,0.054799624,-0.525987804,0.658077359
177,TE1m,1.262310743,0.276028126,0.56164515,-0.030429039,-0.733550251,0.550032675,1.529563069,0.27100414,0.876008093,1.819515347,-0.254829437,0.728679538,-0.141653031,0.769016385,0.843932927,1.154444933,-0.611135185,1.391219497,-0.765818954,0.104467295,-0.775694132,-1.380119324,-0.033559103,-0.016098768,0.266921967,-0.231600612,0.086322039,-1.146740198,-0.499106407,-0.08090423,0.917103052,-1.708662152,1.325600266,0.63109076,-0.392818153,0.294835299,-1.607495546,1.012963176,0.13159427,1.088375568,-0.853940904,0.656574845,-0.365936339,-1.394241095,0.093592748,-0.416990668,-1.075270772,-0.978339732,0.227086678,1.082284212,0.157625124,1.39995718,0.227633581,-0.664119124,0.629010856,-0.755812943,1.165924907,0.379099458,0.566364467,-0.239425763,0.444117129,-0.371147871,0.444239616,1.622627854,0.014133711,0.70498383,0.753697872,0.329228729,0.533173919,-0.514879763,0.981083333,-0.321577698,0.385911673,0.580712438,-0.172079802,0.546950281,-0.130133718,0.562882662,-0.567909956,0.611355722,-0.463498712,1.054861426,1.403775692,-0.594434917,-0.264617741,-0.666208625,-0.562113285,0.826354384,0.37155512,0.125240237,-0.56737721,0.350515813
