,region,T1T2,ADRA1A,ADRA1B,ADRA1D,ADRA2A,ADRA2B,ADRA2C,ADRB1,ADRB2,ADRB3,DRD1,DRD2,DRD3,DRD4,DRD5,CHRM1,CHRM2,CHRM3,CHRM4,CHRM5,CHRNA10,CHRNA2,CHRNA3,CHRNA4,CHRNA5,CHRNA6,CHRNA7,CHRNA9,CHRNB2,CHRNB3,HTR1A,HTR1B,HTR1D,HTR1E,HTR1F,HTR2A,HTR2B,HTR2C,HTR3A,HTR3B,HTR3C,HTR4,HTR5A,HTR6,HTR7,GRIA1,GRIA2,GRIA3,GRIA4,GRIN1,GRIN2A,GRIN2B,GRIN2C,GRIN2D,GRIN3A,GRIN3B,GRM1,GRM2,GRM3,GRM4,GRM5,GRM6,GRM7,GRM8,GRID1,GRID2,GRIK1,GRIK2,GRIK3,GRIK4,GRIK5,GABRA1,GABRA2,GABRA3,GABRA4,GABRA5,GABRA6,GABRB1,GABRB2,GABRB3,GABRD,GABRE,GABRG1,GABRG2,GABRG3,GABRP,GABRQ,GABRR1,GABRR3,VIP,PV+,SOM
92,13l,1.241258383,-0.435640424,0.671808422,0.681126058,0.467000037,0.404068291,-0.248338595,-0.491785407,0.44214648,-0.63816309,0.072875127,-0.356152982,-0.542694747,1.05491519,0.607274532,0.469037354,-0.731018841,0.762248278,0.438587934,-1.408639073,-0.572931886,1.068131208,0.313191772,0.009034498,-0.484883457,0.293210983,0.079516783,0.678613842,0.828581274,1.290530324,0.797626495,-0.30598554,0.125536695,0.474216014,-0.61263597,0.781108618,-1.116362214,0.511431098,1.175434709,0.486067653,0.334718108,0.06618154,0.195034251,-0.259300709,0.820308685,0.224116042,0.491291255,0.161663473,0.083328471,0.662569582,-0.005548323,0.339110017,0.131682172,0.375152767,1.062652588,-0.847972989,0.647747993,-0.048778061,1.160776138,-0.707588315,0.524493754,1.959658146,0.291147053,0.106092572,-1.486582279,0.443213999,0.783137619,0.753415942,0.661120117,-0.043380957,1.109059572,0.118635029,0.794925213,0.812142491,-0.617381692,1.02684474,-0.966028988,0.835149646,-0.653387129,1.542366266,-0.250613362,0.235474944,0.568828166,-0.842264533,-0.30930233,0.699261904,0.799835205,-0.416450053,-0.441940367,0.970232069,-0.509543478,1.026633263
93,OFC,1.188210607,-0.513363183,0.705073655,1.178965449,0.589194357,0.277904987,0.682707846,-0.695631206,0.946663201,-1.449161291,0.222084418,-0.890022576,-0.105142757,1.824529886,1.067337632,0.622728705,-0.868121564,1.146377444,0.205767676,-1.02241385,-0.412952423,0.150187284,0.306898475,-0.040415388,0.508826554,0.026537333,-0.117581911,0.830804825,0.416763633,1.122893572,1.249478936,-0.153528571,0.711997449,0.316573113,-0.98678726,0.452477932,-0.847512364,0.473405153,1.604059219,1.035968661,0.054477692,0.874011695,0.010441101,-0.634283423,1.187140703,0.099987298,0.381701827,0.643216074,0.555218399,0.678819656,0.211573511,1.305802822,0.607936442,0.542289734,1.479782224,-0.647557378,1.19022429,0.130011976,1.221551538,-1.91209662,0.757921159,2.049362659,0.950435042,0.242429212,-1.670787573,1.09173584,1.860293031,0.999665201,0.74914521,0.378120989,1.472276449,-0.544857025,1.31827426,0.942694783,-0.252456665,1.181335449,-1.732907891,1.545573711,-1.084546804,1.554344296,-0.134200931,0.420437872,0.758785903,-1.09033978,-0.085048303,0.768101156,1.113483667,-1.075981617,-1.286942482,1.373893499,-1.283605933,1.272868276
94,47s,1.209115148,-0.004853464,1.102486372,-0.540598989,-0.35714829,0.50632751,0.875065744,-1.148784161,0.947895765,0.128161356,0.176379248,0.211683884,-0.531641781,-0.366936266,1.587740541,0.00424642,0.00896031,0.548257053,1.267472029,-1.522291899,-0.811951041,-0.157776088,1.187204003,-0.068209887,-1.758753896,0.117522649,0.480773121,1.540114999,0.967595518,0.773052871,1.595752954,-0.525898874,0.70021081,0.273241669,-1.804807425,-0.454531431,-1.266970754,2.257873297,2.199439049,-0.286308169,0.233128682,0.113083385,-0.188387468,0.308318019,1.237890482,1.049125075,0.512786627,-0.435831726,0.164350376,0.205697089,-1.647778869,0.225769117,-0.224546865,0.414614916,1.661875486,-1.112555623,0.981771648,-0.459661633,0.659024358,-0.385311067,0.879966438,1.450628757,-0.392476976,-0.447050244,-1.872525334,1.384480834,0.513082385,1.415834546,0.49149248,0.000467108,1.882731318,-1.22971487,1.72117579,1.434565544,-1.208514452,1.820191383,-1.337429285,1.496368051,-1.204957008,2.023972273,-1.433705688,2.036979914,0.86285615,-1.192335129,-1.284123421,0.1568809,2.345023394,0.211998388,-0.104852237,0.318699121,-2.367837191,1.930512667
95,LIPd,1.388988435,0.404035717,-0.188580006,1.25094986,-0.611510277,-1.280897021,0.191695407,0.974978089,-0.653381944,0.431996524,1.469750881,0.801937282,0.880548477,-0.096052267,-0.605361342,0.883431911,0.194071501,0.441546261,-0.534643054,-0.542304099,-0.125022948,0.609458864,-1.437500715,1.100489736,0.548705935,-0.01986086,0.84127444,1.062896967,-0.078760929,-0.430616647,-0.57414639,-0.277129114,-0.743955553,0.650261164,0.970311761,0.777407587,-1.010734081,-0.547663331,-0.720042109,0.891231,0.166136459,0.43124941,-0.119115576,0.024829376,-0.440489024,0.103482231,0.339549482,1.204151988,0.685637951,0.881177127,1.491415262,0.096806042,-0.681467772,1.078240275,-0.918974578,1.06748414,-0.831794083,0.18469432,0.025404043,-1.266702652,0.09888909,-0.576646149,0.533157945,0.467576802,1.112911344,-0.752353311,0.398803979,-0.027227586,-0.410489947,-0.514163435,-0.028335147,0.769947112,0.065751977,-0.404934496,1.556550145,-0.788387835,0.724322319,-0.448370248,1.196202397,-0.361714453,0.768706143,-0.286115944,-0.33180511,1.266449809,-0.102308758,0.760743618,-0.626327872,-0.710120022,-0.526649177,0.793042481,0.820489168,-0.996362627
96,6a,1.315099657,-0.287296772,0.97629112,0.424670935,0.109043829,0.375129908,0.510530829,-0.651843786,0.120845385,0.516487122,-0.788688779,0.538087547,-0.282824188,-0.307185829,0.736394584,0.133372888,-0.079745248,-0.828853786,0.015279465,0.911472917,-0.340664148,-0.837045789,0.226044178,1.098862171,0.763926268,-0.186374724,0.433224916,0.577344775,0.536273122,0.818022788,-0.262958914,0.557646811,-2.07062459,0.955945134,-0.384388775,0.050256442,0.899616957,-1.013387918,-0.547623038,-0.418449283,1.011140585,-1.02762723,0.17289862,1.58999753,0.260344118,-1.340988398,-1.068429828,-0.25957945,-0.420587808,0.192963779,0.24237527,-0.015951518,0.482026488,0.152616203,0.437554717,0.619676888,0.156363517,0.750668347,0.719218671,1.799362302,-1.519484282,0.070420466,-1.545571923,-0.303747118,1.80997777,0.782752275,-1.99303484,-1.292419672,0.105965182,1.693168402,-0.290523797,0.333289862,-1.118140936,0.814231098,-0.717526436,0.004393289,-0.672547698,-0.055865537,-0.189021304,-0.62035954,0.534618676,-0.900397837,-1.308633924,-0.292545795,-0.699183464,0.798834085,-0.296709269,1.298377037,1.66865623,-1.971005559,0.576146364,-0.118509963
97,i6-8,1.286128163,-1.500696301,0.478267819,0.334850818,-0.062048808,0.525884688,0.2935265,-0.452142626,0.45291543,-0.608822644,-0.968008518,-0.402901292,-0.692049205,0.418619603,0.308818221,0.406202793,-0.229576021,-0.381759822,-0.340971738,0.689999342,-0.948586166,-1.07000792,0.221253365,0.311478883,0.606752276,0.696682572,0.221658006,-0.682234228,0.161678091,1.022361159,-0.176057637,0.056625187,-1.942831278,1.017633915,-0.327801079,0.347692817,0.703779042,-0.997793019,-0.740810275,0.130005568,-0.333687514,-1.153206468,0.280038536,-0.042863205,0.444461435,-1.120330572,-1.200118184,-0.286959648,0.116933011,0.829806268,0.788789749,0.71419543,0.343720824,0.33584556,0.349285096,-0.574042261,-0.057532448,0.009922959,0.745339215,0.468996644,-0.886039317,0.190455347,-0.449861169,-0.281163454,0.836457551,0.523037553,-1.476847291,-1.036090136,0.044100165,1.4132967,-0.573689699,0.356460959,-0.948880315,0.681961775,-0.3725802,0.01746713,-0.594371021,-0.016839692,0.141442791,-0.219688594,0.548687279,-0.901491284,-1.300937295,-0.323549718,-0.311628133,-0.757469237,-0.420053661,0.958113849,1.39731884,-1.205654144,0.51680249,-0.219312146
98,s6-8,1.218950391,-1.890979409,0.599352777,0.884599924,-0.048075266,-0.024706485,0.507763445,-0.431285888,0.151319608,-0.851041615,-0.733865738,-0.436786532,-0.476411939,-0.229506448,0.47775811,0.340710342,0.423979908,-0.155129403,-0.59655267,-0.557037413,-1.512189865,-1.970471263,0.344269216,0.039912835,0.50607574,0.722173095,0.105988815,-0.902028322,0.147597969,0.749208391,-0.118042849,0.41000548,-1.644070864,0.986443341,-0.523616016,0.520342529,-0.511735916,-0.613698304,-0.589493752,0.291073352,-0.590793014,-0.969987333,0.105972432,-0.74135077,0.60647285,-0.866250694,-0.711895287,-0.302455872,-0.074382946,0.748462081,0.52269268,0.973193347,-0.599009633,0.094184071,0.589890718,-0.689198852,-0.105752811,-0.514096498,0.70605886,0.510400832,-0.353090733,0.497643203,-0.378488868,-0.239376903,0.68895191,0.969746888,-1.365735888,-0.758596539,0.120395303,1.116858244,-0.85351193,0.208297893,-0.660601318,0.930287063,-0.184226677,0.276209801,-0.82214123,-0.196879804,0.174420759,-0.060048927,0.336026847,-1.135258317,-1.392067909,0.001280864,-0.402213603,-1.514047861,-0.298647463,0.227100894,0.9029845,-1.176606536,0.201772377,-0.152729899
99,43,1.305045068,-0.561110198,0.332568705,0.243869841,0.955096543,0.650474787,0.344777495,0.058508888,-0.289380729,0.250023544,0.267844349,-0.356618434,-0.556673586,0.594609261,-0.663455188,0.781247854,1.190497875,0.268939942,-0.741557181,-0.181876123,-0.570033669,-0.991423249,-0.754768729,-1.089524984,0.215290174,-0.072709933,0.325049549,-0.891590178,-0.853079855,0.082377918,0.166874081,-0.560773492,0.480542034,0.116253123,0.083800785,0.193241358,1.170596838,0.040471204,0.145788714,0.494849175,-1.408433557,-0.184503302,-0.105710998,-0.798254609,-0.329090804,-0.516118884,-1.089002967,-0.737048626,0.151994318,1.310066581,0.461263925,0.535398841,-0.14394623,-0.139893502,0.253728777,-0.517718256,0.312877923,-0.001072434,-0.053483035,-0.308262527,-0.195249304,0.541540265,-0.305796742,-0.291177332,-0.402366459,0.042282216,-0.568967164,-0.242893293,0.402360231,-0.07795573,0.056733541,0.02464064,-0.60824728,0.013043337,-0.607708633,0.014275491,-0.04379439,-0.497449696,0.120204195,-0.105414152,0.080723941,-0.195595637,-0.889665246,-0.280895203,0.615910411,-1.003641844,-0.073887646,0.070648149,0.014203519,-0.555119753,0.549420893,-0.018775027
100,OP4,1.288086653,0.218123138,-0.50691098,0.436065584,0.610163748,-0.529497445,-0.005002244,0.462322563,-0.385871619,1.037685394,0.662913382,0.842367887,-0.4068124,0.904458404,-1.343292356,0.365866989,2.0262537,-0.300996125,-0.659479558,0.26993826,-0.129888549,-0.700408399,-0.815757334,-1.158237457,0.67756021,-0.638271034,0.176755413,-0.345136911,-0.62821275,-0.330169767,-0.240183279,0.405513197,0.439007729,-0.595386207,0.453529328,0.350326985,0.905830145,-0.232161805,0.173237324,0.35715726,-0.829289377,-0.299940199,0.361218065,-0.442112744,-0.713646233,-0.913586438,-1.487471819,-1.442110062,-0.123826146,0.949782729,0.599079072,-0.056780707,0.568344116,-0.469512224,-0.561111629,-0.770935774,-0.244014829,0.927725971,-0.355027676,0.148082063,-0.477602571,0.070874885,0.078228138,-0.742556632,-0.636269987,-0.446740419,-0.38174966,-0.643063784,-0.097641639,-0.48379764,-0.645897985,0.61176157,-0.815219879,-0.981699288,-0.461644024,-0.390410781,0.079909667,-1.027252793,0.452138484,-0.46000576,0.456675172,-0.177806795,-1.079124212,-0.103855252,1.255916357,-0.489646941,-0.595388174,1.112435579,1.304650784,0.026546817,0.99465239,-0.138007388
101,OP1,1.376358747,0.453633934,-0.819775164,0.188645408,0.356449306,-0.396495342,-0.893795848,0.578013241,-0.589395285,0.945253253,1.34826231,0.894375861,-0.109789126,0.766102254,-1.54723084,-0.747972131,2.089073181,-0.596114278,-0.312037915,0.945777774,0.209081754,0.271875143,-0.529450476,-1.019322038,1.12654829,-0.170699969,-0.375158787,-0.20069997,-0.713890076,-0.860788941,-0.789569557,0.033327326,0.121078417,-0.797076523,0.980289936,0.391548008,1.170229793,-0.251479059,0.12709403,-0.434826165,-0.439661831,-0.131570458,0.055652447,-0.416781247,-0.851183832,-0.321085662,-0.840833902,-1.666316867,-0.183106393,-0.131761581,0.441647768,-0.181981295,2.044781208,-1.293836594,-0.80295372,-0.447418153,-0.738336384,-0.102152273,-0.260759652,0.470057279,-0.237251893,-0.023616863,0.46696946,-0.366756648,-0.004884206,-0.860314429,-0.626897037,-0.684882343,-0.190998048,-0.493355215,-1.12748158,0.838601887,-1.022804976,-1.284073591,-0.210885972,-0.353865474,0.467794538,-1.467342138,0.684308708,-0.252354205,0.299166441,-0.614496231,-1.473377585,0.432002038,1.798631549,0.319470197,-0.779330432,0.467041463,1.042185903,0.2312361,1.196395755,-0.452161223
102,OP2-3,1.371718407,0.308878183,-0.237565756,-0.193553016,0.709663928,-0.603846848,-0.670694888,0.277282834,-0.67182219,0.351433694,1.445624471,0.052282739,0.119711101,0.563055038,-0.774881899,-0.508771002,1.684266686,-0.83087641,-0.453805417,-0.003530844,-0.019500798,0.394940346,-0.308346957,-0.870435596,0.82331425,0.141294599,-0.374260813,-0.467097938,-0.68258673,-0.4443883,-0.31165579,-0.116743185,0.198795006,-0.396678358,0.577881157,-0.014667178,1.600538373,0.310509056,0.541207075,-0.069174901,-0.858186901,-0.188178569,-0.682933271,-1.691334009,-0.405475318,-0.192301914,-0.995509923,-2.053077221,-0.071454212,-0.08484529,-0.083745994,0.093691096,1.147260308,-1.047782063,-0.227243304,-0.569885314,0.042446773,-0.104768537,-0.206170022,0.40711692,-0.069936059,-0.066259257,0.653900087,-0.258372366,0.28532064,-0.409144551,-0.891448557,-0.231454551,-0.113282464,0.029837321,-1.268069506,0.228772148,-0.733505249,-0.808492064,-0.357150078,0.158302739,0.773947001,-0.829894722,0.231219679,0.042608123,0.078824304,0.070212699,-0.813126981,0.327471286,1.466858149,-0.474086225,-0.350505739,-0.088912606,0.470381707,-0.200328603,0.667344689,-0.148254499
103,52,1.317167819,0.328776717,0.352704585,-0.381137788,-0.24953872,0.231261894,0.435056895,0.348345786,-0.100196764,1.222937942,1.00368762,-0.169881478,-0.365326256,1.443563104,-0.517744303,0.518167078,0.278086871,0.233185306,-0.276214391,0.645549059,-0.103281289,-0.084323645,0.280248463,-1.470304608,0.969487488,0.707888603,0.060393613,-1.513912082,-0.898271859,-0.458694279,0.660092831,-0.712097347,1.0113765,-0.92460531,-0.502038121,-0.338638544,1.371160269,0.934096336,0.798679411,0.323655993,-1.926408768,0.363619894,-0.09904632,-1.58562839,-0.165205732,0.003252634,-0.844053149,-2.533704996,0.423353404,0.104711123,-0.901071787,0.575530231,0.968249977,-0.571191669,0.152323261,-1.205278873,0.770653129,0.44747597,0.018422112,-0.502383173,0.564038694,0.422241271,0.962580025,0.321522653,-0.667105973,0.549287319,-0.563220561,0.543159306,0.004725966,0.205081806,0.02718403,-0.734254777,0.15126273,-0.045981888,-1.165535808,0.619752288,0.465588093,0.094184205,-0.622513056,0.670583785,-0.320168227,1.304600239,0.018406658,-0.788670003,0.430213451,-1.596473575,0.035878185,0.320470214,0.793287754,-0.120043211,-0.190904886,0.461738795
104,RI,1.459085107,0.5135988,-0.959285557,0.490309298,-0.19980526,-0.354060143,-1.03911674,0.642434061,-0.570471227,0.909348369,1.443756461,1.031321526,0.871514022,-0.086325452,-1.61529994,-1.252164483,1.330406904,-0.414286554,-0.018025583,1.080926657,0.452568203,0.791656017,-0.053201247,-0.491363615,0.777728498,0.340990573,-0.585159302,0.62069881,-0.365564644,-0.797133565,-0.773101509,-0.687273562,0.36691466,-1.091356874,0.897314131,0.313633054,0.526806951,-0.03152357,-0.007857556,-0.599087894,0.388100117,0.354285568,-0.227820501,0.493022829,-1.020467162,0.433422685,0.196962506,-0.507187724,0.043710932,-0.32997185,-0.297712326,-0.008066473,1.594797969,-1.49121201,-0.733034372,0.725813031,-0.995844781,-0.288036883,-0.102030158,0.499460131,0.035747174,-0.248669416,0.435984969,-0.089719728,0.399201125,-0.775349081,0.009249344,0.006199455,-0.078312971,-0.586776853,-0.667115569,0.715046406,-0.341181695,-1.198740363,0.472753465,-0.453574002,1.359457493,-1.062588096,0.895471692,0.234107256,-0.184203759,-0.55333823,-0.343821675,0.987282872,1.449532747,0.828121364,-0.660384297,0.499410361,0.737266779,0.194990113,0.433601946,-0.641524971
105,PFcm,1.333776295,0.497914225,-0.688472509,0.24935177,-0.482698321,-0.28774488,-0.878021836,0.506410122,-0.476053566,0.831300974,0.852027357,1.339319468,0.536665738,-0.223234192,-1.152436376,-1.212046742,1.418754101,-0.270029664,0.329072565,1.195714355,0.399348885,0.528964698,-0.459353268,-0.073675133,0.691769481,-0.414465994,-0.385596186,0.87992835,-0.448808849,-1.117044926,-0.518846393,0.139407694,0.369864792,-0.339906722,0.640293658,0.252028078,0.28857097,0.011445856,0.006446636,-0.289342999,0.618477702,0.323681146,0.025022114,0.58302635,-0.643698812,0.003957494,0.052195817,-0.17649658,0.078813978,-0.184195295,0.097826533,0.017263368,1.488274455,-1.511547565,-0.602089047,0.385585636,-0.432712615,-0.386347234,-0.368712902,0.527352929,-0.24925518,-0.126844004,0.115018539,-0.019617779,0.257182956,-0.676157355,0.027889378,-0.192102835,-0.144558802,-0.784954727,-0.463309169,0.653205395,-0.342789441,-0.979864955,0.412201494,-0.314809859,0.633365989,-1.25624299,0.824465096,-0.081601456,-0.11783763,-0.496310204,-0.648003221,0.557921469,1.836411953,1.333204865,-0.737244725,0.883644342,0.68938297,0.121108413,0.543737471,-0.59838444
106,PoI2,1.15979737,0.42794624,1.541632771,-1.848295927,-0.266710609,1.019749045,1.737757921,-0.677878857,1.104462028,0.140587524,0.813185513,-0.546246648,-0.223492742,0.192625612,1.597448468,-0.028364841,0.389941335,0.402316064,0.864042878,-1.356966734,-0.104466498,-1.08125484,0.685389102,-1.629830241,-0.065260544,0.233942702,-0.052348111,-0.921070039,-0.4186064,0.093261816,1.463237166,-0.783236265,1.217788815,-0.225000232,-1.722239137,-0.577245712,0.912023723,2.452059269,1.515461683,-0.35109365,-1.91000843,0.4431099,-0.848603129,-1.423676252,1.180114746,1.080476642,0.110612214,-0.974500537,0.848569512,0.405522466,-1.403201342,1.326404333,0.254505426,0.098881871,1.613998175,-0.523789883,1.264633536,-0.380902588,0.082668632,-0.976265907,1.012091637,0.618971288,0.151502848,-0.603044212,-0.806594491,1.682129979,-0.001629899,1.77903986,0.345898211,0.524029076,0.874944627,-1.751659513,2.0619874,1.412173986,-1.108483672,1.845973849,-0.289106071,1.234396219,-1.514908075,1.587797642,-1.52460444,2.798158646,1.642736435,-1.09931457,-0.703772306,-1.80043304,2.041260481,-0.343748868,0.015052386,-0.683172762,-2.422926903,1.55177021
107,TA2,1.259689987,-0.099297427,1.107366085,-1.16258049,0.13998957,1.787582159,1.48426199,-0.097631514,0.754303157,-0.188707754,0.12355952,-0.671258152,-0.416346908,0.295336127,0.247506365,0.669698894,0.318101853,0.978130043,-0.147318691,-0.725609064,-0.374099582,-1.680823326,0.12465395,-1.086760998,-0.33656162,0.350445122,0.241276473,0.025449216,-0.508759081,-0.2362791,0.832075894,-1.588931203,1.618438601,-0.326551914,-0.605752587,0.413848549,0.164303154,1.307979345,0.988611937,0.696061552,-1.889194965,0.657927573,0.032175638,-1.29841733,0.568700075,0.325637877,-0.061199725,0.236579403,0.508700132,0.54875654,-0.363682091,0.794977367,0.278893441,0.233285815,1.053986907,-0.430974543,1.468128324,-0.312172532,0.121160813,-0.591220915,0.201504722,0.841671765,-0.055912979,-0.411150992,-0.915117264,0.803689063,0.703780532,0.871844649,0.566295505,-0.245028958,1.043433309,-0.402087718,1.039367437,0.421258479,-0.689350903,0.686216116,-0.629092097,0.478580028,-0.986598372,0.778467894,-0.39928174,1.307927966,0.618991733,-0.367669344,-0.517958105,-1.153093815,0.249038443,-0.411807507,-0.530561209,-0.288869321,-0.271156192,0.764686525
108,FOP4,1.19617641,-0.044798613,1.422629714,0.333829463,0.795465946,1.206546307,1.221574903,-1.188947082,0.606348813,-0.14995721,-0.670063376,-0.529856682,-1.358780146,-0.04311448,1.813603282,0.119200855,-0.536275029,0.66678977,1.103422523,-0.597521842,-0.747872829,-0.289464623,0.469879329,0.071619242,-0.21696426,0.002732436,0.485689819,-0.913393676,-0.230331644,0.93264854,1.24282968,0.133352056,0.32381478,0.876719475,-1.141890049,-0.236539513,0.994349003,0.96106714,0.99476099,-0.061588202,-0.726454556,-0.513502538,-0.601748347,-0.595986545,1.249414563,0.406850964,0.164400905,0.500399411,0.643395185,1.258419514,-1.211024761,0.288905323,0.365194112,0.615877748,1.252854347,-0.34913525,1.215293407,-0.501121223,1.196020126,0.29983139,0.207461849,1.488402605,-0.917561352,-0.480652869,-0.524218619,1.107635975,0.63081497,0.628479004,0.531570256,1.245951772,1.54740262,-0.633826435,1.09234035,1.18993032,-0.652180672,1.265521646,-0.395976603,1.466808558,-0.822719276,1.269011617,-0.371826857,1.71169126,0.945278883,-1.340239763,-0.013077752,-0.602403939,1.594265938,-0.15257746,-1.182143927,-1.095538855,-0.821989954,1.291988134
109,MI,1.1072191,0.213720694,1.8710531,-0.890482843,0.45532012,1.167509079,1.989144802,-1.267789245,1.039507627,-0.041759592,0.260665387,-0.288921773,-0.909845769,-0.6088714,2.443351746,0.014888427,0.309414387,0.840205133,1.307232738,-1.243360043,-0.691332996,-0.639894664,0.739098132,-0.68868345,-0.734573126,-0.195315987,0.30768609,-0.46451506,-0.101592265,0.723117411,1.816375375,-0.262219846,0.780994117,0.564636707,-1.61598134,-0.467045993,1.028095722,2.019842863,1.569748402,-0.264861226,-1.398826361,0.045378592,-0.734925687,-1.023015022,1.493397951,1.122386456,0.33681646,0.26840952,0.842780352,1.243695974,-1.530180454,0.914620757,-0.140870139,0.546377957,1.884681702,-0.476005077,1.399127364,-0.226872787,0.758100927,-0.359025389,0.883750856,1.235756278,-0.785092175,-0.569513202,-0.813087285,1.772984385,0.702919185,1.622491241,0.60223937,1.119684696,1.650303006,-1.321639895,1.927395582,1.628769279,-0.843948543,1.993955493,-1.158832073,1.738134742,-1.236246109,1.992676139,-1.242956281,3.071190596,1.58887732,-1.260361314,-0.372067988,-1.246923208,2.479637146,-0.130929261,-0.952962637,-0.994086802,-2.021555662,1.780798316
110,Pir,1.398387671,0.977107942,0.559949696,-2.574916601,-1.315564156,0.281151265,1.475536346,-2.075183153,2.481597185,0.774120212,-1.843028545,0.817584991,0.647305965,-0.171512261,2.474509239,-2.143933535,0.261476278,-0.312908828,3.135225534,-0.156730101,-1.196664691,-1.149323106,3.82180953,0.513087511,-2.373838186,-0.534585476,-0.671030283,1.057313681,1.170452952,-0.161496848,2.081644058,0.236391246,1.196972489,-0.995606601,-3.431608915,-4.052484035,-0.237750962,3.563835144,2.970865965,-3.31609273,-0.452629805,0.68061024,-1.849190474,0.268780291,1.153005958,2.410973072,0.533477128,-0.64061594,-0.323924512,-2.501844645,-4.286298752,0.221800074,0.070431881,-0.066617087,1.522807717,-0.569209516,0.511025548,-1.070277214,-0.145633399,-0.816524088,1.688540936,1.0136832,-0.30461514,-0.932696462,-1.508155823,2.395474434,0.722115815,2.713289738,0.423467785,0.094558738,2.48691082,-3.463350296,3.090955496,1.432059288,-2.549077034,1.97715795,-0.888734043,1.826039553,-2.527342558,1.775671005,-3.118017197,1.798446655,1.876953006,-1.844172001,-2.685136318,0.500775695,3.135939598,0.496715963,0.049978122,-0.865347207,-3.901314974,2.70945096
111,AVI,1.221112967,-0.049012579,1.105146408,0.085695453,0.573592901,1.044264674,0.18335554,-1.162968755,0.476559043,0.032925665,-0.486305475,-0.042694394,-1.546072245,0.169196352,1.482559085,0.151106104,-0.332512408,0.680271029,1.252355218,-0.247440964,-0.745588779,0.898917556,0.666441023,0.331997812,-0.801524639,0.320725441,0.549643099,-0.154616639,0.96561712,1.201828003,1.022616148,0.803498268,-0.003854327,0.454528719,-1.290445805,-0.393006712,0.374307603,1.287409902,1.106386423,0.014468688,0.306655884,-0.811485529,-0.106208794,0.196752757,1.144152641,0.294323027,0.427710623,-0.021481836,0.272030562,1.276842237,-1.130138755,-0.107233845,-0.465406209,0.891768932,1.268369079,-0.945518732,0.551889002,-0.278856367,1.222960711,0.503929138,0.074223585,1.887152791,-0.633382022,-0.780885875,-1.427303791,0.933785737,0.389294028,0.670245051,0.558805645,0.627779722,1.481447458,-0.607044756,0.775051594,0.924039483,-0.883957446,1.458296299,-1.232802868,1.197812319,-0.5826689,1.47453928,-0.361776769,1.824937463,0.79538542,-1.425382137,-0.354650527,0.5556795,1.639861226,-0.055227958,-0.576363623,-0.168834433,-1.069158554,1.423247218
112,AAIC,1.112042665,0.511175394,1.71444726,-2.034717083,-0.840131044,0.716523409,1.485775709,-1.494038939,1.639071822,0.330600441,0.081374593,0.116132602,-0.755053401,-0.773937702,2.659459114,-0.576485276,0.294527441,0.665609241,1.885008812,-1.186985612,-0.451747686,-0.720605016,1.998469114,-0.547900617,-1.324714541,0.215987951,0.495478898,0.818660438,0.632241309,0.324612498,2.167436123,-0.435764611,1.01208055,-0.072115578,-2.681492567,-2.167595863,0.218351021,3.2086339,2.692253351,-1.582556844,-0.418839693,0.251512885,-0.351179838,-0.171510652,1.38440752,1.660532236,1.069553137,-0.146516249,0.465023339,-0.222535893,-2.747023582,0.251235723,0.102415688,0.689911842,1.924735546,-0.472339571,0.963989437,-1.525036335,0.375551552,-0.968158364,1.016227841,1.411100149,-0.628655672,-1.174540401,-1.644303918,2.042589426,0.513687551,2.399744749,0.486798376,0.373494983,2.462619305,-2.577872276,2.521460056,1.762209296,-1.567397356,2.286474943,-1.250483274,1.82299614,-1.770148277,2.07313633,-2.384005308,3.582037687,1.498184443,-1.47123003,-1.729855537,0.057882238,3.085835934,0.537353933,-0.090980977,-0.403598994,-3.787771463,2.412602186
113,FOP1,1.250359893,-0.284866691,1.055025339,0.096720293,0.908945739,1.295565248,1.204178214,-0.217800304,0.314594805,-0.036229823,0.311317563,-0.829873919,-0.558440387,0.462969214,0.525416672,0.720199108,0.521839559,0.788905382,-0.276261151,-1.202501416,-0.507658899,-1.527194142,-0.493005306,-1.248422503,0.058711123,-0.061142702,0.281475782,-0.911443412,-0.452949136,0.300890654,0.830629766,-0.797560275,0.761662483,0.200424314,-0.360952944,0.34275499,1.022904873,0.723622084,0.69898653,0.541443169,-1.659361959,0.257523954,-0.418480277,-1.248043537,0.488648087,0.234211698,-0.236767471,-0.010452981,0.543328941,1.429584622,-0.361715049,1.100730181,0.133497253,0.150370315,0.876277268,-0.31512171,0.958008111,-0.52176851,0.310262114,-1.114982009,0.545401573,0.937603891,-0.315864891,-0.279570639,-0.185262531,0.579573452,0.043388877,0.382732987,0.58893764,0.348638058,0.753647447,-0.260358602,0.49812898,0.702386975,-0.528004348,0.652683794,-0.450093776,0.410463572,-0.406844467,0.629665256,-0.365307629,0.651775241,0.062278569,-0.437564164,0.159654498,-1.309271812,0.583687007,-0.291889668,-0.313109785,-0.669924319,-0.036794439,0.680142283
